#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
1,Mason Miller,SDP,4,2,2.39,66,0,32,2,,66.0,263,41,19,17,6,25,2,2,105,14.27,3.46,1.00,39.8%,9.6%
2,Grant Taylor,CHW,5,5,3.36,80,3,5,15,,94.2,395,79,39,35,10,37,2,3,109,10.38,3.50,1.22,27.7%,9.3%
3,Jhoan Duran,PHI,4,3,2.78,70,0,29,3,,70.0,285,56,24,22,5,23,2,3,83,10.73,2.97,1.13,29.3%,8.1%
4,Griffin Jax,TBR,4,3,2.94,67,0,12,10,,67.0,273,53,24,22,6,20,2,2,84,11.34,2.73,1.10,31.0%,7.5%
5,Edwin Diaz,LAD,4,3,3.03,66,0,36,3,,66.0,269,48,24,22,7,24,1,3,91,12.38,3.28,1.09,33.8%,8.9%
6,Cade Smith,CLE,4,3,2.98,70,0,30,3,,70.0,285,55,25,23,7,22,2,3,88,11.35,2.84,1.10,31.0%,7.7%
7,Jeremiah Estrada,SDP,4,3,3.21,70,0,0,15,,70.0,289,53,27,25,8,29,2,2,92,11.89,3.68,1.16,32.0%,9.9%
8,Aroldis Chapman,BOS,3,3,3.01,62,0,31,2,,62.0,256,45,23,21,6,28,1,2,86,12.55,4.09,1.18,33.7%,11.0%
9,Bryan Abreu,HOU,4,3,3.24,68,0,3,13,,68.0,282,52,27,24,7,28,1,3,88,11.69,3.67,1.17,31.3%,9.8%
10,Josh Hader,HOU,4,3,3.29,66,0,31,2,,66.0,271,49,26,24,8,25,1,3,90,12.31,3.46,1.12,33.2%,9.3%
11,Abner Uribe,MIL,4,3,3.16,72,0,19,7,,72.0,302,57,28,25,6,33,2,3,87,10.83,4.11,1.25,28.7%,10.9%
12,Garrett Cleavinger,TBR,3,3,3.22,66,0,8,13,,66.0,274,52,26,24,7,26,1,4,84,11.43,3.48,1.17,30.6%,9.3%
13,David Bednar,NYY,4,3,3.25,65,0,33,2,,65.0,268,52,25,23,7,22,2,2,79,10.95,3.07,1.14,29.5%,8.3%
14,Garrett Whitlock,BOS,4,3,3.47,70,0,3,14,,70.0,291,63,29,27,7,21,2,3,77,9.94,2.65,1.19,26.6%,7.1%
15,Jose Alvarado,PHI,3,3,3.26,64,0,3,12,,64.0,268,53,25,23,6,26,2,2,74,10.40,3.68,1.24,27.6%,9.8%
16,Jeff Hoffman,TOR,3,3,3.40,63,0,26,4,,63.0,262,51,26,24,7,23,2,3,77,10.93,3.22,1.17,29.2%,8.6%
17,Will Vest,DET,4,3,3.26,68,0,5,12,,68.0,283,61,27,25,6,21,2,2,70,9.21,2.81,1.21,24.6%,7.5%
18,Trevor Megill,MIL,3,3,3.42,66,0,11,9,,66.0,273,53,27,25,8,24,2,2,82,11.12,3.25,1.17,29.9%,8.8%
19,Andres Munoz,SEA,4,3,2.92,64,0,28,3,,64.0,266,49,23,21,5,26,2,3,81,11.37,3.63,1.17,30.4%,9.7%
20,Louis Varland,TOR,4,3,3.38,67,0,2,13,,67.0,276,61,27,25,7,18,2,3,69,9.23,2.38,1.17,24.9%,6.4%
21,Devin Williams,NYM,4,3,3.11,64,0,32,3,,64.0,266,48,24,22,6,28,1,3,81,11.45,3.92,1.19,30.6%,10.5%
22,Hunter Harvey,CHC,3,2,3.35,52,0,5,13,,52.0,214,44,21,19,5,16,1,2,58,10.08,2.77,1.16,27.2%,7.5%
23,Kutter Crawford,BOS,5,5,4.15,56,6,0,4,,86.0,362,82,42,40,13,23,1,4,87,9.05,2.43,1.22,23.9%,6.4%
24,Fernando Cruz,NYY,3,3,3.30,61,0,1,16,,61.0,255,46,24,22,7,27,1,2,81,11.92,3.96,1.19,31.6%,10.5%
25,Drew Anderson,DET,3,3,3.59,54,2,0,6,,61.1,258,54,26,24,7,22,1,3,69,10.07,3.22,1.23,26.6%,8.5%
26,Tanner Scott,LAD,4,3,3.44,63,0,4,15,,63.0,264,52,26,24,7,26,2,3,73,10.48,3.74,1.25,27.8%,9.9%
27,Robert Suarez,ATL,4,3,3.52,67,0,8,11,,67.0,278,59,28,26,8,21,2,2,73,9.84,2.85,1.20,26.4%,7.6%
28,Chris Martin,TEX,3,2,3.44,54,0,4,12,,54.0,222,50,22,21,6,12,2,2,55,9.15,2.05,1.16,24.7%,5.5%
29,Orion Kerkering,PHI,3,3,3.51,63,0,1,13,,63.0,264,54,27,25,7,24,2,3,68,9.76,3.42,1.24,25.9%,9.1%
30,Pete Fairbanks,MIA,3,3,3.58,62,0,27,4,,62.0,259,54,27,25,7,22,1,2,66,9.52,3.21,1.23,25.3%,8.5%
31,Adrian Morejon,SDP,4,3,3.36,68,0,3,13,,68.0,282,60,28,25,7,23,2,2,70,9.28,3.01,1.22,24.9%,8.1%
32,Ben Brown,CHC,3,2,3.39,42,2,0,1,,49.0,201,42,20,18,6,15,1,2,56,10.27,2.77,1.16,27.7%,7.5%
33,Matt Brash,SEA,3,3,3.05,63,0,3,12,,63.0,262,50,24,21,6,25,2,3,75,10.74,3.52,1.19,28.7%,9.4%
34,Ryan Helsley,BAL,3,3,3.48,64,0,25,4,,64.0,267,54,27,25,7,25,2,2,76,10.65,3.47,1.22,28.3%,9.2%
35,Matt Strahm,KCR,3,3,3.75,66,0,1,17,,66.0,275,58,29,28,9,21,2,3,72,9.85,2.83,1.19,26.2%,7.5%
36,Bryan Baker,TBR,3,3,3.65,63,0,3,12,,63.0,264,54,27,26,8,23,1,2,71,10.11,3.30,1.22,26.8%,8.7%
37,Edwin Uceta,TBR,3,3,3.63,68,0,12,11,,68.0,284,56,29,27,9,25,2,3,79,10.43,3.29,1.19,27.7%,8.7%
38,Carmen Mlodzinski,PIT,4,4,3.87,53,3,0,4,,66.2,284,65,31,29,7,23,1,3,61,8.22,3.11,1.32,21.5%,8.1%
39,Jose A. Ferrer,SEA,4,3,3.11,70,0,3,16,,70.0,290,63,27,24,6,21,2,3,68,8.69,2.73,1.20,23.3%,7.3%
40,Camilo Doval,NYY,3,3,3.41,64,0,2,14,,64.0,271,52,27,24,6,30,2,3,74,10.35,4.20,1.29,27.2%,11.0%
41,Alex Vesia,LAD,3,3,3.68,61,0,1,18,,61.0,257,49,27,25,9,26,2,3,75,11.10,3.79,1.22,29.3%,10.0%
42,Connor Prielipp,MIN,4,4,4.01,45,5,0,1,,67.2,291,66,33,30,8,25,1,3,63,8.35,3.37,1.34,21.6%,8.7%
43,Aaron Bummer,ATL,3,3,3.40,60,0,0,12,,60.0,254,55,25,23,5,23,2,4,61,9.22,3.40,1.30,24.2%,8.9%
44,Lucas Erceg,KCR,3,3,3.65,62,0,2,13,,62.0,262,57,27,25,6,23,2,3,63,9.09,3.32,1.29,23.9%,8.7%
45,Gabe Speier,SEA,3,3,3.21,58,0,0,12,,58.0,238,48,23,21,6,18,2,3,66,10.31,2.76,1.14,27.8%,7.5%
46,Blake Treinen,LAD,3,3,3.78,58,0,1,14,,58.0,245,51,26,24,7,22,2,2,64,9.95,3.40,1.26,26.2%,9.0%
47,Robert Garcia,TEX,3,3,3.53,64,0,20,6,,64.0,269,57,27,25,7,23,2,2,70,9.84,3.26,1.25,26.0%,8.6%
48,Seranthony Dominguez,CHW,3,3,3.84,63,0,20,6,,63.0,268,53,29,27,8,29,1,3,71,10.16,4.14,1.30,26.5%,10.8%
49,Drew Pomeranz,LAA,3,3,3.73,58,0,3,11,,58.0,244,51,26,24,7,21,2,3,63,9.80,3.21,1.24,25.8%,8.5%
50,Ryan Walker,SFG,3,3,3.29,63,0,27,5,,63.0,262,55,25,23,6,20,1,4,68,9.72,2.81,1.19,26.0%,7.5%
51,Dylan Lee,ATL,3,3,3.59,65,0,1,16,,65.0,270,58,28,26,9,20,2,2,71,9.89,2.73,1.20,26.4%,7.3%
52,Jared Koenig,MIL,3,3,3.49,65,0,1,15,,65.0,273,58,27,25,7,23,2,3,68,9.46,3.20,1.24,25.0%,8.5%
53,Paul Blackburn,NYY,3,3,3.89,59,2,0,12,,66.0,279,65,31,28,9,17,2,2,58,7.94,2.33,1.25,20.9%,6.1%
54,Brock Stewart,LAD,2,2,3.61,44,0,0,1,,44.0,184,36,19,18,6,17,1,2,53,10.76,3.47,1.21,28.6%,9.2%
55,Mark Leiter Jr.,ATH,3,3,3.92,64,0,6,13,,64.0,274,58,30,28,8,25,2,4,66,9.30,3.56,1.31,24.1%,9.2%
56,A.J. Puk,ARI,2,2,3.46,42,0,7,1,,42.0,175,36,17,16,4,15,1,2,48,10.28,3.11,1.20,27.5%,8.3%
57,Raisel Iglesias,ATL,3,3,3.71,66,0,26,4,,66.0,276,60,29,27,8,19,2,2,71,9.72,2.62,1.20,25.8%,7.0%
58,Gregory Soto,PIT,3,3,3.57,61,0,4,14,,61.0,259,53,26,24,6,25,2,4,66,9.74,3.70,1.29,25.5%,9.7%
59,Sean Newcomb,CHW,3,4,3.86,62,2,2,10,,69.0,295,63,32,30,8,28,2,3,67,8.78,3.70,1.33,22.8%,9.6%
60,Daniel Palencia,CHC,3,3,3.61,67,0,30,4,,67.0,282,57,29,27,8,27,2,3,75,10.05,3.69,1.26,26.5%,9.7%
61,Ben Joyce,LAA,2,2,3.42,48,0,10,0,,48.0,202,39,20,18,5,22,1,2,59,10.98,4.17,1.27,29.0%,11.0%
62,Jason Adam,SDP,3,3,3.65,61,0,1,15,,61.0,257,52,27,25,7,23,2,3,67,9.88,3.33,1.22,26.1%,8.8%
63,Cole Sands,MIN,3,3,3.92,68,0,2,13,,68.0,288,64,32,30,8,21,2,3,68,8.94,2.84,1.26,23.5%,7.5%
64,Bryan King,HOU,3,3,3.72,67,0,1,17,,67.0,282,62,30,28,8,22,2,3,67,8.97,2.89,1.24,23.7%,7.6%
65,Kevin Ginkel,ARI,3,3,3.79,62,0,12,11,,62.0,263,57,28,26,6,22,1,2,64,9.30,3.26,1.29,24.4%,8.5%
66,Andrew Nardi,MIA,3,3,3.56,56,0,0,10,,56.0,236,46,24,22,7,23,1,2,67,10.69,3.74,1.24,28.2%,9.9%
67,Angel Zerpa,MIL,3,3,3.46,60,0,0,12,,60.0,252,55,25,23,6,21,1,2,59,8.84,3.13,1.27,23.4%,8.3%
68,Caleb Thielbar,CHC,3,3,3.68,66,0,1,15,,66.0,276,58,29,27,8,24,2,2,69,9.46,3.23,1.24,25.1%,8.6%
69,Tyler Holton,DET,4,3,3.72,72,0,1,14,,72.0,304,71,32,30,8,20,2,2,63,7.82,2.47,1.25,20.6%,6.5%
70,A.J. Minter,NYM,3,2,3.30,52,0,2,14,,52.0,216,43,21,19,6,19,1,2,59,10.30,3.25,1.18,27.6%,8.7%
71,Aaron Ashby,MIL,3,3,3.49,64,0,1,13,,64.0,274,57,27,25,6,29,1,3,67,9.40,4.10,1.34,24.4%,10.7%
72,Jordan Wicks,CHC,3,2,3.71,31,3,0,1,,46.0,193,44,21,19,5,14,1,1,42,8.18,2.75,1.27,21.6%,7.3%
73,Yimi Garcia,TOR,3,3,3.56,56,0,4,11,,56.0,234,48,24,22,7,19,2,3,63,10.11,3.13,1.20,26.9%,8.3%
74,Tanner Banks,PHI,3,3,3.79,62,0,0,12,,62.0,261,58,28,26,8,19,2,2,60,8.68,2.77,1.24,23.0%,7.3%
75,Jordan Leasure,CHW,3,3,3.97,64,0,5,11,,64.0,274,55,30,28,9,29,2,2,71,9.97,4.12,1.32,25.9%,10.7%
76,Bennett Sousa,HOU,3,2,3.60,50,0,0,4,,50.0,209,43,22,20,6,18,1,2,55,9.86,3.29,1.23,26.2%,8.7%
77,Justin Slaten,BOS,3,3,3.97,61,0,0,13,,61.0,258,58,29,27,7,20,2,2,59,8.68,2.98,1.29,22.8%,7.8%
78,Kyle Finnegan,DET,3,3,3.77,64,0,4,13,,64.0,270,59,29,27,7,23,2,2,62,8.77,3.22,1.28,23.1%,8.5%
79,Brusdar Graterol,LAD,2,2,3.63,46,0,0,5,,46.0,194,44,20,19,5,15,1,2,42,8.13,2.92,1.28,21.5%,7.7%
80,Justin Wilson,,2,2,3.45,43,0,0,0,,43.0,179,37,18,16,5,15,1,2,47,9.86,3.19,1.21,26.3%,8.5%
81,Jordan Romano,LAA,3,3,4.05,57,0,1,9,,57.0,243,51,28,26,8,22,2,3,61,9.59,3.51,1.29,25.0%,9.1%
82,Yennier Cano,BAL,3,3,3.74,60,0,1,12,,60.0,255,58,27,25,6,22,1,2,57,8.52,3.34,1.33,22.3%,8.7%
83,Andrew Kittredge,BAL,3,3,3.89,67,0,4,13,,67.0,282,65,31,29,8,20,2,2,67,8.94,2.62,1.26,23.6%,6.9%
84,Robert Stephenson,LAA,3,3,3.93,60,0,15,8,,60.0,252,53,28,26,9,21,2,2,66,9.97,3.12,1.23,26.3%,8.2%
85,Emilio Pagan,CIN,3,3,4.14,66,0,27,4,,66.0,278,59,32,30,11,23,1,2,73,9.92,3.20,1.24,26.1%,8.4%
86,Sam Hentges,SFG,2,2,3.34,44,0,0,1,,44.0,184,40,18,16,4,15,1,2,46,9.32,3.07,1.24,24.7%,8.1%
87,Taylor Rogers,MIN,3,3,3.94,61,0,20,5,,61.0,263,56,29,27,7,26,2,3,64,9.39,3.91,1.34,24.2%,10.1%
88,Graham Ashcraft,CIN,3,3,3.95,65,0,2,16,,65.0,276,65,31,29,8,19,2,3,57,7.94,2.68,1.30,20.8%,7.0%
89,Brendon Little,TOR,3,2,3.37,54,0,0,10,,54.0,233,47,23,20,4,27,2,2,57,9.52,4.53,1.38,24.5%,11.7%
90,Kody Funderburk,MIN,3,3,3.69,65,0,3,15,,65.0,279,61,29,27,6,27,2,4,62,8.65,3.69,1.35,22.4%,9.6%
91,Christian Scott,NYM,2,2,3.60,32,2,0,1,,39.0,162,35,17,16,5,10,1,2,40,9.12,2.36,1.16,24.4%,6.3%
92,Dietrich Enns,BAL,3,3,3.94,62,0,0,13,,62.0,263,62,29,27,8,18,2,2,56,8.09,2.68,1.29,21.2%,7.0%
93,Tyler Wells,BAL,4,4,4.29,57,3,0,7,,72.1,305,71,37,34,12,18,1,2,68,8.47,2.21,1.23,22.3%,5.8%
94,Tommy Nance,TOR,3,3,3.76,58,0,0,12,,58.0,246,56,26,24,6,18,2,3,54,8.32,2.87,1.28,21.8%,7.5%
95,Brant Hurter,DET,3,3,3.64,55,0,0,9,,55.0,233,53,24,22,6,17,2,4,49,7.97,2.70,1.26,20.9%,7.1%
96,Jovani Moran,BOS,3,3,3.74,56,0,0,10,,56.0,240,50,25,23,6,24,1,2,59,9.52,3.91,1.34,24.7%,10.1%
97,Kirby Yates,LAA,3,3,3.89,56,0,4,12,,56.0,238,47,26,24,7,26,2,2,66,10.60,4.12,1.30,27.7%,10.7%
98,Julian Fernandez,WSN,3,3,3.72,59,0,2,12,,59.0,247,53,26,24,7,21,1,2,61,9.27,3.21,1.25,24.6%,8.5%
99,Steven Okert,HOU,3,3,3.98,64,0,0,14,,64.0,271,55,30,28,9,25,2,3,71,10.04,3.48,1.25,26.4%,9.1%
100,Sawyer Gipson-Long,DET,2,2,3.79,27,2,0,1,,34.0,143,33,16,14,4,9,1,1,32,8.33,2.39,1.22,22.1%,6.3%
101,Coleman Crow,MIL,2,2,3.71,26,2,0,1,,33.1,139,30,15,14,4,11,1,1,34,9.27,2.90,1.23,24.6%,7.7%
102,Mason Englert,TBR,3,3,4.02,60,0,1,12,,60.0,255,58,29,27,8,19,1,2,56,8.35,2.82,1.28,21.8%,7.4%
103,Luke Weaver,NYM,4,3,3.69,67,0,4,14,,67.0,281,59,29,27,9,21,3,3,71,9.58,2.84,1.20,25.4%,7.5%
104,Riley O'Brien,STL,3,3,3.54,63,0,16,9,,63.0,269,56,27,25,6,27,2,4,64,9.13,3.84,1.32,23.7%,10.0%
105,Tobias Myers,NYM,4,4,3.96,61,3,0,11,,75.2,319,73,36,33,11,20,1,3,67,7.93,2.36,1.23,20.9%,6.2%
106,Justin Martinez,ARI,1,1,3.07,22,0,0,1,,22.0,93,17,8,8,2,11,1,1,28,11.44,4.60,1.29,30.2%,12.1%
107,Justin Wrobleski,LAD,3,3,4.03,40,3,0,1,,55.1,234,53,27,25,8,19,1,2,50,8.17,3.11,1.30,21.4%,8.2%
108,Danny Coulombe,,2,2,3.79,46,0,0,0,,46.0,196,42,21,19,5,17,1,2,46,8.91,3.30,1.29,23.3%,8.6%
109,Brady Basso,ATH,3,2,3.80,50,0,0,4,,50.0,211,48,23,21,6,16,1,2,46,8.33,2.85,1.27,22.0%,7.5%
110,Clayton Beeter,WSN,3,3,3.78,63,0,17,9,,63.0,270,53,29,26,7,31,2,2,70,10.06,4.50,1.34,26.1%,11.7%
111,Jordan Hicks,CHW,3,3,3.84,54,0,0,9,,54.0,231,51,25,23,6,22,1,3,51,8.57,3.67,1.34,22.3%,9.5%
112,Caleb Ferguson,CIN,3,3,3.90,58,0,0,10,,58.0,248,54,27,25,7,24,1,3,57,8.81,3.65,1.34,22.9%,9.5%
113,Tyler Kinley,ATL,3,3,4.09,63,0,0,13,,63.0,271,56,31,29,8,27,2,2,68,9.77,3.88,1.33,25.3%,10.0%
114,Jack Perkins,ATH,2,2,3.76,40,0,0,1,,40.0,169,35,18,17,5,16,1,2,42,9.53,3.59,1.28,25.0%,9.4%
115,Jakob Junis,TEX,3,3,4.10,65,0,1,14,,65.0,274,64,32,30,9,17,1,3,58,8.08,2.41,1.26,21.3%,6.4%
116,Shawn Armstrong,CLE,3,3,3.91,68,0,3,16,,68.0,287,63,32,30,9,22,1,3,68,9.03,2.90,1.25,23.8%,7.6%
117,Ryan Gusto,MIA,3,3,4.28,43,3,0,1,,57.2,246,57,29,27,8,18,1,2,50,7.80,2.84,1.30,20.3%,7.4%
118,Keider Montero,DET,3,3,4.27,37,5,0,1,,58.2,252,59,30,28,8,19,1,2,51,7.76,2.96,1.33,20.0%,7.6%
119,Justin Topa,MIN,3,3,4.02,63,0,6,11,,63.0,271,64,31,28,6,22,2,3,54,7.65,3.08,1.36,19.8%,8.0%
120,Brad Keller,PHI,3,3,3.97,68,0,2,16,,68.0,292,66,33,30,8,26,2,3,60,8.01,3.41,1.35,20.7%,8.8%
121,Eduard Bazardo,SEA,3,3,3.71,68,0,1,14,,68.0,286,61,30,28,8,23,2,3,70,9.23,3.07,1.23,24.4%,8.1%
122,Pierce Johnson,CIN,3,3,4.09,61,0,1,12,,61.0,261,55,30,28,9,25,2,2,67,9.96,3.67,1.31,25.8%,9.5%
123,Yoendrys Gomez,TBR,3,3,4.22,43,3,0,1,,58.0,250,54,29,27,8,23,1,3,58,9.02,3.57,1.32,23.3%,9.2%
124,Erik Miller,SFG,3,3,3.45,62,0,4,15,,62.0,266,52,26,24,6,32,2,2,71,10.30,4.60,1.34,26.6%,11.9%
125,Eric Lauer,TOR,3,3,3.99,50,2,0,4,,57.0,240,54,27,25,9,17,1,2,55,8.70,2.63,1.24,22.9%,6.9%
126,JoJo Romero,STL,3,3,3.57,64,0,14,9,,64.0,274,59,28,25,6,26,2,3,61,8.54,3.59,1.33,22.2%,9.3%
127,Kevin Kelly,TBR,2,2,3.84,44,0,0,1,,44.0,185,43,20,19,5,12,1,2,39,7.88,2.37,1.25,20.8%,6.2%
128,Andrew Chafin,MIN,3,3,3.92,54,0,0,7,,54.0,235,49,25,24,6,26,1,2,58,9.64,4.37,1.39,24.6%,11.1%
129,Kenley Jansen,DET,3,3,4.06,60,0,23,4,,60.0,254,53,29,27,8,22,2,2,63,9.40,3.27,1.25,24.7%,8.6%
130,Dennis Santana,PIT,3,3,4.03,68,0,26,5,,68.0,291,65,33,30,8,25,2,3,64,8.42,3.29,1.32,21.8%,8.5%
131,Luis Garcia,NYM,3,3,3.72,60,0,0,13,,60.0,255,56,27,25,6,22,2,3,55,8.29,3.29,1.30,21.7%,8.6%
132,Brooks Raley,NYM,3,3,3.82,62,0,1,14,,62.0,265,57,28,26,7,23,1,4,60,8.76,3.37,1.29,22.8%,8.8%
133,Cristian Mena,ARI,1,1,3.91,19,2,0,1,,26.1,111,25,12,11,3,9,0,1,25,8.67,3.26,1.31,22.7%,8.5%
134,Evan Phillips,LAD,2,1,3.55,28,0,0,1,,28.0,116,24,12,11,3,9,1,1,31,9.99,2.92,1.20,26.7%,7.8%
135,Jonathan Bowlan,PHI,3,3,3.84,56,0,0,10,,56.0,236,53,26,24,7,18,1,2,53,8.44,2.90,1.26,22.2%,7.6%
136,Justin Lawrence,PIT,3,3,3.94,58,0,1,12,,58.0,251,54,28,25,6,27,2,3,57,8.84,4.15,1.39,22.7%,10.7%
137,JP Sears,SDP,3,3,4.28,35,5,0,1,,56.2,238,55,29,27,10,14,1,3,52,8.26,2.28,1.22,21.8%,6.0%
138,Eric Orze,MIN,3,3,4.13,56,0,0,10,,56.0,242,52,28,26,7,25,1,2,54,8.70,4.03,1.38,22.3%,10.3%
139,Braydon Fisher,TOR,3,2,3.97,52,0,0,7,,52.0,225,46,25,23,7,22,1,2,57,9.83,3.87,1.32,25.3%,9.9%
140,Ian Hamilton,ATL,3,2,3.85,50,0,0,7,,50.0,215,46,23,21,5,22,1,2,52,9.41,4.04,1.36,24.3%,10.4%
141,Drey Jameson,ARI,3,3,3.85,59,0,5,11,,59.0,251,55,27,25,6,22,1,2,59,8.95,3.37,1.31,23.4%,8.8%
142,John Schreiber,KCR,3,3,4.12,64,0,1,14,,64.0,276,62,32,29,8,24,2,3,59,8.27,3.38,1.35,21.3%,8.7%
143,Victor Vodnik,COL,3,3,4.40,64,0,22,4,,64.0,281,64,34,31,7,30,2,2,63,8.84,4.27,1.48,22.4%,10.8%
144,Tyler Rogers,TOR,4,4,3.99,74,0,2,18,,74.0,316,80,36,33,8,17,2,3,51,6.22,2.07,1.31,16.2%,5.4%
145,DJ Herz,WSN,1,1,3.70,19,2,0,1,,26.0,110,22,11,11,3,11,0,1,29,10.17,3.89,1.27,26.7%,10.2%
146,Brenan Hanifee,DET,3,3,3.87,58,0,0,11,,58.0,247,60,27,25,6,16,1,2,44,6.78,2.51,1.32,17.7%,6.5%
147,Scott Barlow,ATH,3,3,4.20,54,0,2,9,,54.0,236,49,27,25,6,27,2,3,56,9.34,4.57,1.41,23.7%,11.6%
148,Sam Moll,CIN,2,2,4.06,50,0,0,4,,50.0,217,47,24,23,6,22,2,3,49,8.83,3.96,1.38,22.6%,10.2%
149,Cade Povich,BAL,1,1,3.82,19,2,0,1,,26.0,109,24,12,11,3,9,1,1,26,9.13,2.98,1.26,24.1%,7.9%
150,Anthony Bender,MIA,3,3,3.96,61,0,1,12,,61.0,262,58,29,27,7,24,2,3,59,8.64,3.56,1.34,22.4%,9.2%
151,Nick Mears,KCR,3,3,4.13,60,0,0,12,,60.0,256,56,30,28,8,23,1,2,60,9.05,3.50,1.32,23.5%,9.1%
152,Keegan Akin,BAL,3,3,3.90,66,0,3,15,,66.0,281,61,31,29,9,24,2,2,68,9.32,3.34,1.30,24.3%,8.7%
153,Brandon Eisert,CHW,2,3,3.96,52,0,0,6,,52.0,222,49,25,23,7,20,2,2,49,8.53,3.41,1.32,22.1%,8.9%
154,Calvin Faucher,MIA,3,3,4.00,64,0,5,11,,64.0,276,60,31,28,7,26,2,3,63,8.92,3.73,1.36,22.9%,9.6%
155,Felix Bautista,BAL,1,1,3.04,13,0,0,1,,13.0,54,9,5,4,1,6,0,0,18,12.69,3.91,1.16,34.2%,10.5%
156,Keaton Winn,SFG,2,2,3.78,23,2,0,1,,30.0,127,29,14,13,3,9,0,1,27,8.12,2.62,1.27,21.3%,6.9%
157,Brandon Williamson,CIN,3,3,4.37,45,3,0,1,,60.0,258,59,31,29,10,20,1,2,56,8.33,2.97,1.32,21.5%,7.7%
158,Colin Selby,BAL,3,2,3.84,50,0,0,4,,50.0,214,46,23,21,6,21,1,2,52,9.33,3.78,1.34,24.2%,9.8%
159,Hayden Wesneski,HOU,2,2,4.04,24,2,0,1,,31.0,130,29,15,14,4,9,1,1,31,8.96,2.67,1.25,23.7%,7.1%
160,Bryan Hudson,NYM,3,2,3.65,48,0,0,5,,48.0,204,43,21,19,5,20,1,2,47,8.85,3.73,1.30,23.1%,9.7%
161,Jimmy Herget,COL,3,4,4.79,77,0,2,15,,77.0,334,81,44,41,12,25,2,4,68,7.98,2.90,1.37,20.4%,7.4%
162,Josh Sborz,TEX,2,2,4.03,48,0,0,4,,48.0,205,44,23,21,6,19,1,2,50,9.29,3.60,1.32,24.1%,9.4%
163,Jonathan Loaisiga,ARI,2,2,3.78,44,0,0,4,,44.0,187,44,20,18,4,15,1,2,39,7.89,3.06,1.33,20.6%,8.0%
164,Phil Maton,CHC,3,3,3.82,65,0,4,14,,65.0,277,58,30,28,8,25,2,5,67,9.31,3.52,1.28,24.3%,9.2%
165,James McArthur,KCR,2,2,3.97,40,0,0,1,,40.0,171,40,19,18,5,13,1,2,36,8.10,2.97,1.32,21.1%,7.7%
166,Jack Dreyer,LAD,3,2,4.08,54,0,0,12,,54.0,231,50,26,24,8,21,2,2,52,8.74,3.53,1.32,22.7%,9.2%
167,Anthony Banda,MIN,3,3,4.02,60,0,1,12,,60.0,259,56,29,27,7,26,2,3,59,8.88,3.95,1.37,22.9%,10.2%
168,Liam Hendriks,MIN,2,2,4.15,34,0,0,1,,34.0,146,32,17,16,5,13,1,1,35,9.38,3.45,1.31,24.3%,8.9%
169,Tony Santillan,CIN,3,4,4.29,70,0,4,13,,70.0,303,64,36,33,10,31,2,4,74,9.46,4.00,1.36,24.2%,10.3%
170,Jake Bird,NYY,3,2,3.77,53,0,0,10,,53.0,228,48,24,22,6,22,1,3,54,9.18,3.76,1.32,23.7%,9.7%
171,Ricky Tiedemann,TOR,1,1,3.79,16,2,0,1,,23.1,100,20,11,10,3,10,0,1,25,9.71,4.00,1.33,25.1%,10.4%
172,Chase Silseth,LAA,2,3,4.05,50,0,0,4,,50.0,214,47,24,22,6,21,1,2,49,8.85,3.69,1.35,22.9%,9.6%
173,Colton Gordon,HOU,2,2,3.97,40,0,0,1,,40.0,167,39,19,18,6,10,1,2,36,8.21,2.22,1.22,21.8%,5.9%
