#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
73,Ryan Watson,BOS,4,3,4.15,36,5,0,0,,60.2,261,61,30,28,7,20,1,3,50,7.41,2.97,1.33,19.2%,7.7%
74,Joel Kuhnel,ATH,3,3,4.08,45,1,0,0,,53.0,228,56,26,24,5,12,0,3,38,6.45,2.04,1.28,16.7%,5.3%
75,Drew Pomeranz,LAA,2,3,4.13,55,4,3,11,,48.0,202,44,24,22,6,15,1,5,49,9.19,2.81,1.23,24.3%,7.4%
76,Danny Coulombe,,2,1,3.54,50,1,0,0,,40.2,167,35,17,16,4,15,0,1,40,8.85,3.32,1.23,24.0%,9.0%
77,Chris Martin,TEX,4,2,3.32,45,0,4,12,,40.2,168,39,16,15,5,8,2,1,39,8.62,1.77,1.15,23.2%,4.8%
78,Jake Bird,NYY,4,3,4.07,58,0,0,10,,70.2,306,59,35,32,7,30,3,8,78,9.93,3.82,1.26,25.5%,9.8%
79,Lucas Erceg,KCR,5,5,3.76,55,0,2,13,,55.0,237,49,25,23,4,22,2,5,52,8.51,3.60,1.29,21.9%,9.3%
80,Taylor Rashi,ARI,4,2,3.78,43,2,0,0,,69.0,300,64,31,29,7,30,0,2,68,8.87,3.91,1.36,22.7%,10.0%
81,Scott Barlow,ATH,4,4,4.30,64,1,2,9,,60.2,261,51,31,29,7,31,2,4,67,9.93,4.60,1.35,25.7%,11.9%
82,JoJo Romero,STL,6,3,3.41,61,0,14,9,,58.0,244,50,24,22,5,23,2,2,57,8.84,3.57,1.26,23.4%,9.4%
83,Tyler Kinley,ATL,4,3,3.95,58,0,0,13,,57.0,240,48,27,25,7,24,2,2,65,10.26,3.79,1.26,27.1%,10.0%
84,Ben Joyce,LAA,2,1,3.69,44,1,10,0,,46.1,198,37,21,19,4,20,0,6,54,10.50,3.89,1.23,27.3%,10.1%
85,Luke Little,CHC,2,2,3.95,45,2,0,1,,57.0,247,43,27,25,5,32,1,6,65,10.26,5.05,1.32,26.3%,13.0%
86,Gabe Speier,SEA,4,2,3.46,62,0,0,12,,52.0,214,43,22,20,6,16,2,3,60,10.38,2.77,1.13,28.0%,7.5%
87,Ian Hamilton,ATL,2,2,3.61,46,1,0,7,,52.1,223,46,23,21,5,23,0,2,55,9.46,3.96,1.32,24.7%,10.3%
88,Tony Santillan,CIN,3,3,4.24,69,0,4,13,,63.2,274,55,32,30,7,29,2,5,66,9.32,4.10,1.32,24.1%,10.6%
89,Jordan Leasure,CHW,4,5,4.34,58,1,5,11,,56.0,237,47,29,27,8,25,1,2,65,10.45,4.02,1.29,27.4%,10.5%
90,Kevin Ginkel,ARI,4,3,3.42,49,0,12,11,,47.1,200,41,19,18,4,19,0,2,49,9.32,3.62,1.27,24.5%,9.5%
91,Kevin Herget,NYM,2,2,4.28,35,4,0,0,,54.2,233,56,28,26,7,15,0,2,44,7.24,2.47,1.30,18.9%,6.4%
92,A.J. Minter,NYM,5,3,3.53,56,0,2,14,,51.0,208,43,22,20,6,17,1,1,56,9.88,3.00,1.18,26.9%,8.2%
93,Carlos Estevez,KCR,4,4,3.95,59,0,31,2,,57.0,233,49,27,25,6,20,4,2,49,7.74,3.16,1.21,21.0%,8.6%
94,Dylan Floro,,3,3,3.88,43,0,0,0,,41.2,179,42,19,18,3,13,1,1,31,6.69,2.81,1.32,17.3%,7.3%
95,Jimmy Herget,COL,2,2,4.36,49,0,2,15,,66.0,283,65,35,32,9,21,2,5,62,8.45,2.86,1.30,21.9%,7.4%
96,Kevin Kelly,TBR,4,4,3.81,56,1,0,1,,59.0,244,53,27,25,7,13,1,7,53,8.08,1.98,1.12,21.7%,5.3%
97,Keegan Akin,BAL,4,3,3.96,58,3,3,15,,63.2,266,58,30,28,9,21,1,1,64,9.04,2.97,1.24,24.1%,7.9%
98,Yennier Cano,BAL,5,3,3.58,64,0,1,12,,60.1,255,57,26,24,6,20,1,2,53,7.91,2.99,1.28,20.8%,7.8%
99,Seranthony Dominguez,CHW,4,4,4.00,62,0,20,6,,56.1,239,47,27,25,7,27,1,2,64,10.23,4.32,1.31,26.8%,11.3%
100,John Schreiber,KCR,3,3,3.97,63,0,1,14,,56.2,238,51,27,25,6,20,1,3,53,8.41,3.17,1.25,22.3%,8.4%
101,James McArthur,KCR,3,3,4.28,30,4,0,1,,46.1,203,45,24,22,5,17,1,3,42,8.16,3.30,1.34,20.7%,8.4%
102,Michael Fulmer,SFG,2,2,3.91,42,3,0,0,,55.1,237,50,26,24,7,23,1,2,58,9.44,3.74,1.32,24.5%,9.7%
103,Brooks Raley,NYM,2,2,3.78,41,1,1,14,,35.2,147,30,16,15,3,12,0,4,35,8.82,3.03,1.18,23.8%,8.2%
104,Micah Ashman,BAL,4,4,3.91,42,0,0,0,,53.0,223,47,25,23,6,18,1,2,53,9.00,3.06,1.23,23.8%,8.1%
105,Mark Leiter Jr.,ATH,5,4,4.07,49,1,6,13,,48.2,211,44,24,22,6,20,1,4,54,9.98,3.70,1.31,25.6%,9.5%
106,Eric Orze,MIN,3,3,4.04,50,0,0,10,,62.1,270,56,30,28,7,28,0,3,63,9.10,4.04,1.35,23.3%,10.4%
107,Garrett Hawkins,SDP,5,5,4.18,37,4,0,0,,56.0,241,51,28,26,8,22,1,1,60,9.64,3.54,1.30,24.9%,9.1%
108,Cody Laweryson,MIN,3,3,4.26,34,2,0,1,,50.2,217,50,26,24,7,16,0,2,45,7.99,2.84,1.30,20.7%,7.4%
109,Porter Hodge,CHC,4,5,4.16,43,5,0,5,,62.2,273,50,31,29,7,34,1,4,72,10.33,4.88,1.34,26.4%,12.5%
110,Sean Guenther,DET,3,3,4.11,36,2,0,1,,46.0,198,48,23,21,5,13,0,2,33,6.46,2.54,1.33,16.7%,6.6%
111,Justin Wilson,,2,2,3.79,49,0,0,0,,38.0,171,38,17,16,4,15,2,1,41,9.71,3.55,1.39,24.0%,8.8%
112,Brock Burke,CIN,4,3,4.26,61,1,1,13,,61.1,261,59,31,29,8,19,3,2,56,8.22,2.79,1.27,21.5%,7.3%
113,Josh White,MIA,5,4,3.99,42,2,0,0,,58.2,250,52,28,26,7,23,0,3,59,9.05,3.53,1.28,23.6%,9.2%
114,Justin Sterner,ATH,3,3,3.95,52,1,8,10,,59.1,249,52,28,26,8,22,1,4,61,9.26,3.34,1.25,24.5%,8.8%
115,Caleb Thielbar,CHC,4,2,3.58,55,0,1,15,,45.1,187,40,19,18,6,14,1,0,47,9.34,2.78,1.19,25.1%,7.5%
116,Justin Topa,MIN,3,2,4.04,47,1,6,11,,49.0,213,50,24,22,4,15,3,4,39,7.16,2.76,1.33,18.3%,7.0%
117,Aaron Bummer,ATL,3,2,3.75,42,1,0,12,,48.0,213,45,22,20,4,19,3,5,50,9.38,3.56,1.33,23.5%,8.9%
118,Randy Rodriguez,SFG,3,3,3.96,34,3,0,0,,50.0,217,43,24,22,5,24,0,4,52,9.36,4.32,1.34,24.0%,11.1%
119,Shawn Dubin,ARI,2,2,3.91,33,4,0,0,,46.0,204,45,22,20,5,20,0,2,44,8.61,3.91,1.41,21.6%,9.8%
120,Kody Funderburk,MIN,4,4,4.03,48,2,3,15,,64.2,283,60,31,29,6,27,0,6,61,8.49,3.76,1.34,21.6%,9.5%
121,Gregory Santos,SFG,2,1,3.56,42,0,0,5,,43.0,194,41,18,17,2,19,1,3,40,8.37,3.98,1.40,20.6%,9.8%
122,Peyton Gray,TEX,6,6,4.29,40,2,0,0,,63.0,272,59,32,30,9,22,0,2,63,9.00,3.14,1.29,23.2%,8.1%
123,Carlos Hernandez,CLE,2,2,4.34,45,3,0,1,,58.0,252,54,30,28,7,26,1,2,55,8.53,4.03,1.38,21.8%,10.3%
124,Dauri Moreta,,3,3,3.81,51,1,0,0,,52.0,220,43,24,22,6,23,1,3,58,10.04,3.98,1.27,26.4%,10.5%
125,Chase Lee,TOR,3,3,3.88,48,1,0,1,,60.1,255,55,28,26,8,18,1,4,60,8.96,2.69,1.21,23.5%,7.1%
126,Manuel Rodriguez,TBR,3,3,4.00,42,0,0,1,,42.2,181,39,21,19,4,15,1,4,38,8.01,3.16,1.26,21.0%,8.3%
127,Tommy Nance,TOR,3,2,3.80,44,1,0,12,,49.2,213,48,23,21,6,15,1,3,48,8.69,2.72,1.27,22.5%,7.0%
128,Yaramil Hiraldo,BAL,1,1,4.37,43,1,0,1,,57.2,241,54,30,28,9,20,0,0,59,9.20,3.12,1.28,24.5%,8.3%
129,Andrew Kittredge,BAL,4,3,3.58,52,1,4,13,,50.1,206,48,22,20,7,12,1,1,49,8.77,2.15,1.19,23.8%,5.8%
130,Amos Willingham,HOU,3,2,4.20,38,2,0,0,,55.2,241,55,28,26,7,18,1,2,50,8.08,2.91,1.31,20.7%,7.5%
131,Blake Treinen,LAD,4,3,4.09,39,1,1,14,,33.0,145,31,16,15,4,12,1,2,37,10.09,3.27,1.30,25.5%,8.3%
132,Kyle Nicolas,PIT,3,4,4.14,51,5,0,1,,74.0,327,68,37,34,8,37,0,5,72,8.76,4.50,1.42,22.0%,11.3%
133,Tim Herrin,CLE,5,3,3.54,60,0,0,10,,56.0,238,46,24,22,5,26,1,4,59,9.48,4.18,1.29,24.8%,10.9%
134,Yariel Rodriguez,TOR,3,3,4.26,52,8,0,1,,74.0,316,64,38,35,10,35,1,5,71,8.64,4.26,1.34,22.5%,11.1%
135,Bryan King,HOU,4,3,3.62,60,0,1,17,,59.2,248,53,26,24,8,17,0,4,59,8.89,2.56,1.17,23.8%,6.9%
136,Brock Stewart,LAD,1,1,4.01,36,0,0,1,,33.2,144,29,16,15,4,14,2,2,38,10.15,3.74,1.28,26.4%,9.7%
137,Jaden Hill,COL,3,4,4.44,42,3,0,6,,48.2,214,46,26,24,6,18,0,7,50,9.24,3.33,1.31,23.4%,8.4%
138,Matt Gage,SFG,2,2,3.96,50,2,0,10,,52.1,226,53,25,23,5,18,1,1,41,7.06,3.10,1.36,18.1%,8.0%
139,Andrew Nardi,MIA,3,2,3.86,43,0,0,10,,42.0,180,36,19,18,5,18,1,2,50,10.71,3.86,1.29,27.8%,10.0%
140,Bennett Sousa,HOU,3,2,3.54,42,0,0,4,,45.2,190,39,19,18,6,17,0,1,51,10.04,3.35,1.23,26.8%,8.9%
141,Codi Heuer,CLE,3,2,3.81,43,0,0,0,,47.1,204,44,22,20,6,17,1,3,49,9.32,3.23,1.29,24.0%,8.3%
142,Jason Adam,SDP,4,3,3.40,52,0,1,15,,50.1,204,39,21,19,5,19,2,5,51,9.13,3.40,1.15,25.0%,9.3%
143,Erik Miller,SFG,4,3,3.76,54,3,4,15,,50.1,221,43,23,21,4,28,2,2,52,9.30,5.01,1.41,23.5%,12.7%
144,Huascar Brazoban,NYM,3,3,4.26,50,2,0,7,,61.1,268,56,31,29,6,29,1,4,58,8.52,4.26,1.39,21.6%,10.8%
145,Nick Mears,KCR,3,4,4.12,56,0,0,12,,50.1,216,47,25,23,5,20,1,1,46,8.23,3.58,1.33,21.3%,9.3%
146,Caleb Ferguson,CIN,3,4,4.52,61,1,0,10,,55.2,242,52,30,28,6,21,2,6,52,8.40,3.39,1.31,21.5%,8.7%
147,Jose Butto,SFG,4,3,3.80,58,1,2,13,,68.2,289,59,31,29,6,28,1,4,62,8.12,3.67,1.27,21.5%,9.7%
148,Derek Law,ARI,4,4,4.14,52,1,0,1,,58.2,253,59,29,27,6,21,0,2,47,7.21,3.22,1.36,18.6%,8.3%
149,Yerry De los Santos,NYY,2,2,4.05,44,0,0,1,,53.1,229,50,26,24,5,20,1,2,43,7.26,3.38,1.31,18.8%,8.7%
150,Shelby Miller,CHC,4,3,3.74,44,1,0,0,,45.2,184,36,21,19,6,16,2,3,49,9.65,3.15,1.14,26.6%,8.7%
151,Joey Gerber,NYM,1,1,4.43,32,8,0,1,,42.2,184,41,23,21,6,14,0,2,40,8.43,2.95,1.29,21.7%,7.6%
152,Justin Slaten,BOS,4,3,4.00,37,1,0,13,,42.2,180,39,21,19,5,16,1,1,40,8.43,3.37,1.29,22.2%,8.9%
153,Joe Mantiply,,3,2,4.28,41,2,0,0,,40.0,173,42,21,19,5,10,2,1,33,7.43,2.25,1.30,19.1%,5.8%
154,Tyler Gilbert,CHW,2,4,4.89,39,5,0,1,,57.0,250,57,34,31,8,23,1,2,50,7.89,3.63,1.40,20.0%,9.2%
155,Julian Fernandez,WSN,3,3,4.19,47,3,2,12,,53.2,230,51,27,25,7,19,0,2,52,8.72,3.18,1.30,22.6%,8.3%
156,Kirby Yates,LAA,3,4,3.95,48,0,4,12,,43.1,182,34,21,19,5,21,1,3,52,10.81,4.36,1.27,28.6%,11.5%
157,Brendon Little,TOR,4,3,3.76,66,0,0,10,,62.1,273,52,28,26,6,35,2,3,69,9.97,5.06,1.40,25.3%,12.8%
158,Steven Cruz,KCR,2,3,4.13,52,1,0,1,,52.1,224,46,26,24,5,23,0,3,48,8.26,3.96,1.32,21.4%,10.3%
159,Pierce Johnson,CIN,3,3,4.41,55,0,1,12,,49.0,213,47,26,24,7,20,1,1,54,9.92,3.67,1.37,25.4%,9.4%
160,Casey Legumina,SEA,5,5,4.17,46,3,0,7,,58.1,252,54,29,27,7,23,1,3,57,8.80,3.55,1.32,22.6%,9.1%
161,Welinton Herrera,COL,5,6,4.35,52,0,0,0,,62.0,273,59,32,30,8,25,1,5,63,9.15,3.63,1.35,23.1%,9.2%
162,Bryan Hudson,NYM,2,3,4.35,44,1,0,5,,51.2,222,47,27,25,6,23,1,2,48,8.36,4.00,1.35,21.6%,10.4%
163,Luis Garcia,NYM,2,2,4.10,51,1,0,13,,48.1,214,48,24,22,4,20,2,3,43,8.01,3.73,1.41,20.1%,9.3%
164,Robert Stephenson,LAA,1,2,4.24,31,0,15,8,,29.2,124,27,15,14,4,9,1,1,33,10.00,2.73,1.21,26.6%,7.3%
165,Tim Mayza,PHI,2,1,4.10,43,1,0,1,,37.1,162,38,18,17,4,12,1,1,32,7.72,2.90,1.34,19.8%,7.4%
166,Luis Gastelum,STL,4,3,4.02,41,0,0,0,,56.0,241,52,27,25,7,18,0,3,56,9.00,2.89,1.25,23.2%,7.5%
167,Jesus Tinoco,MIA,1,2,4.16,36,1,0,0,,43.1,184,41,22,20,5,17,1,1,37,7.69,3.53,1.34,20.1%,9.2%
168,Ryan Fernandez,STL,4,4,4.12,54,0,0,1,,59.0,255,53,29,27,7,26,2,1,63,9.61,3.97,1.34,24.7%,10.2%
169,Jalen Beeks,,5,3,3.71,52,3,0,0,,60.2,262,58,27,25,6,24,1,3,52,7.71,3.56,1.35,19.8%,9.2%
170,Justin Lawrence,PIT,3,4,3.96,46,0,1,12,,50.0,219,43,24,22,4,25,2,6,52,9.36,4.50,1.36,23.7%,11.4%
171,RJ Petit,COL,4,7,4.64,44,2,0,0,,56.1,249,57,31,29,7,21,0,5,49,7.83,3.36,1.39,19.7%,8.4%
172,Greg Weissert,BOS,5,4,4.10,62,0,1,17,,59.1,253,56,29,27,7,21,2,3,54,8.20,3.19,1.30,21.3%,8.3%
173,Victor Vodnik,COL,3,4,4.11,54,0,22,4,,57.0,251,54,28,26,6,28,1,1,54,8.53,4.42,1.44,21.5%,11.2%
174,Matt Svanson,STL,3,3,3.77,48,1,6,15,,71.2,305,65,32,30,8,25,0,6,66,8.28,3.14,1.26,21.6%,8.2%
175,PJ Poulin,WSN,4,4,4.27,52,2,2,14,,59.0,257,55,30,28,7,25,1,4,59,9.00,3.81,1.36,23.0%,9.7%
176,Tyler Rogers,TOR,5,3,3.72,68,0,2,18,,65.1,270,63,29,27,7,16,1,3,44,6.06,2.21,1.21,16.3%,5.9%
177,Rob Zastryzny,MIL,2,1,4.19,40,3,0,4,,38.2,166,37,19,18,5,13,1,2,35,8.14,3.02,1.29,21.1%,7.8%
178,Alex Lange,KCR,3,3,3.83,43,1,0,7,,40.0,174,32,18,17,3,23,0,3,44,9.90,5.18,1.38,25.3%,13.2%
179,Max Kranick,,2,1,4.47,26,4,0,0,,40.1,172,41,22,20,6,11,0,1,31,6.92,2.46,1.29,18.0%,6.4%
180,Jose Espada,BAL,3,4,4.58,38,2,0,1,,53.0,231,49,29,27,7,26,0,1,53,9.00,4.42,1.42,22.9%,11.3%
181,Jose Rodriguez,LAD,5,6,4.74,36,4,0,0,,60.2,267,55,35,32,9,30,0,3,66,9.79,4.45,1.40,24.7%,11.2%
182,Nick Raquet,STL,6,6,4.26,35,2,0,1,,57.0,249,57,29,27,7,19,0,4,46,7.26,3.00,1.33,18.5%,7.6%
183,Zach McCambley,PHI,3,3,4.66,37,3,0,0,,56.0,247,52,31,29,7,25,1,5,56,9.00,4.02,1.38,22.7%,10.1%
184,Isaac Mattson,PIT,4,4,4.07,51,1,2,13,,59.2,256,53,29,27,7,28,1,3,57,8.59,4.22,1.36,22.3%,10.9%
185,Hoby Milner,CHC,3,2,4.02,58,0,0,13,,56.0,237,54,27,25,6,16,2,3,47,7.55,2.57,1.25,19.8%,6.8%
