#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,WHIP,K%,BB%
282,Justin Hagenman,NYM,1,1,4.46,27,0,0,1,,27.0,113,27,14,13,4,6,,1,24,7.86,2.13,1.24,20.8%,5.6%
283,DL Hall,MIL,2,2,4.16,52,0,0,6,,52.0,227,46,26,24,6,25,,2,52,9.04,4.31,1.37,23.0%,10.9%
284,Jedixson Paez,CHW,2,2,4.44,38,0,0,1,,38.0,162,40,20,19,6,8,,1,29,6.89,2.00,1.27,17.9%,5.2%
285,Franco Aleman,CLE,2,2,3.95,22,0,0,1,,22.0,96,19,10,10,3,10,,2,25,10.10,3.95,1.32,25.7%,10.1%
286,Casey Legumina,SEA,5,5,4.17,54,0,0,7,,54.0,233,50,27,25,6,21,,3,53,8.80,3.55,1.32,22.6%,9.1%
287,Zach McCambley,PHI,3,3,4.66,48,0,0,4,,48.0,212,45,27,25,6,21,,4,48,9.00,4.02,1.38,22.7%,10.1%
288,Yuki Matsui,SDP,2,2,4.16,52,0,0,7,,52.0,223,45,26,24,6,25,,1,54,9.27,4.32,1.35,24.1%,11.2%
289,Sammy Peralta,MIL,1,1,4.05,10,0,0,1,,10.0,42,9,5,5,1,3,,1,9,7.98,2.58,1.21,21.1%,6.8%
290,Craig Yoho,MIL,3,2,4.05,42,0,0,1,,42.0,180,35,20,19,5,19,,4,45,9.62,4.05,1.28,25.0%,10.5%
291,Gus Varland,WSN,2,3,4.56,48,0,0,4,,48.0,218,48,26,24,6,22,,4,48,8.95,4.21,1.46,21.9%,10.3%
292,Ethan Roberts,CHC,3,2,4.27,42,0,0,1,,42.0,184,38,22,20,6,17,,4,44,9.35,3.66,1.31,23.7%,9.3%
293,Andrew Morris,MIN,1,1,4.14,16,0,0,1,,16.0,68,16,8,7,2,4,,0,13,7.20,2.52,1.30,18.7%,6.5%
294,Garrett Hawkins,SDP,2,2,4.18,26,0,0,1,,26.0,112,24,13,12,4,10,,0,28,9.64,3.54,1.30,24.9%,9.1%
295,Andre Granillo,WSN,2,3,4.40,42,0,0,1,,42.0,181,39,22,21,6,19,,1,41,8.80,4.08,1.38,22.7%,10.5%
296,Dylan Ross,NYM,1,1,4.11,36,0,0,1,,36.0,154,31,18,16,5,17,,1,38,9.54,4.28,1.33,24.8%,11.1%
297,Colin Holderman,CLE,3,2,4.02,42,0,0,1,,42.0,184,38,21,19,4,18,,4,40,8.62,3.83,1.34,21.8%,9.7%
298,Danny Young,ATL,1,1,4.14,20,0,0,1,,20.0,89,17,10,9,2,9,,4,22,9.97,3.89,1.27,25.0%,9.8%
299,Carlos Hernandez,CLE,1,1,4.34,18,0,0,1,,18.0,78,17,9,9,2,8,,1,17,8.53,4.03,1.38,21.8%,10.3%
300,Philip Abner,ARI,1,1,4.05,14,0,0,1,,14.0,61,13,7,6,2,6,,1,13,8.44,3.55,1.35,21.4%,9.0%
301,Tyler Samaniego,BOS,3,2,4.21,34,0,0,1,,34.0,149,34,17,16,4,13,,2,28,7.44,3.47,1.38,18.9%,8.8%
302,Jose Suarez,ATL,1,1,4.16,22,0,0,1,,22.0,95,22,11,10,3,7,,1,21,8.53,3.06,1.32,21.9%,7.9%
303,Ron Marinaccio,SDP,2,2,4.18,44,0,0,1,,44.0,189,37,22,20,6,20,,5,45,9.16,4.02,1.29,23.8%,10.4%
304,Lake Bachar,MIA,3,3,4.22,48,0,0,4,,48.0,206,44,24,22,7,20,,2,49,9.14,3.80,1.33,23.7%,9.9%
305,Kendry Rojas,MIN,2,2,4.36,42,0,0,1,,42.0,186,42,22,20,5,17,,2,38,8.08,3.61,1.39,20.2%,9.0%
306,Nick Raquet,STL,4,4,4.26,38,0,0,1,,38.0,166,38,19,18,5,13,,3,31,7.26,3.00,1.33,18.5%,7.6%
307,Drew Sommers,DET,1,1,4.14,21,0,0,1,,21.0,93,21,10,10,2,8,,2,18,7.67,3.22,1.35,19.3%,8.1%
308,Nick Sandlin,LAA,3,3,4.40,40,0,0,1,,40.0,167,34,21,20,6,18,,3,42,9.38,4.02,1.30,25.0%,10.7%
309,Hayden Harris,ATL,3,3,4.21,42,0,0,1,,42.0,180,37,21,20,5,17,,4,46,9.96,3.64,1.28,25.9%,9.5%
310,Josh Staumont,CIN,1,1,5.02,12,0,0,1,,12.0,55,11,7,7,1,7,,1,11,8.50,5.41,1.55,20.8%,13.2%
311,Derek Law,ARI,2,2,4.14,24,0,0,1,,24.0,103,24,12,11,2,9,,1,19,7.21,3.22,1.36,18.6%,8.3%
312,Michel Otanez,TEX,1,1,4.27,22,0,0,1,,22.0,97,17,11,10,2,12,,2,27,11.17,5.08,1.35,28.1%,12.8%
313,Zak Kent,STL,0,0,4.36,8,0,0,1,,8.0,35,7,4,4,1,4,,0,8,8.73,4.04,1.35,22.2%,10.3%
314,AJ Smith-Shawver,ATL,0,0,3.90,8,0,0,1,,8.0,35,7,4,3,1,3,,0,9,9.81,3.57,1.31,25.1%,9.1%
315,Kyle Backhus,PHI,1,2,4.50,16,0,0,1,,16.0,70,15,9,8,2,6,,2,16,9.18,3.60,1.32,23.3%,9.1%
316,Connor Brogdon,CLE,3,3,4.25,52,0,0,7,,52.0,226,49,26,25,8,22,,2,54,9.41,3.79,1.37,24.0%,9.7%
317,Edgardo Henriquez,LAD,2,3,4.67,40,0,0,1,,40.0,178,35,22,21,5,20,,3,43,9.72,4.47,1.38,24.3%,11.2%
318,Jose Espada,BAL,1,1,4.58,11,0,0,1,,11.0,48,10,6,6,1,5,,0,11,9.00,4.42,1.42,22.9%,11.3%
