#,Name,Team,GS,G,IP,TBF,W,L,QS,SV,HLD,BS,H,R,ER,HR,IBB,HBP,SO,BB,K/9,BB/9,ERA,WHIP,K%,BB%,real_GS,real_G,real_IP,real_TBF,real_W,real_L,real_QS,real_SV,real_HLD,real_BS,real_H,real_R,real_ER,real_HR,real_IBB,real_HBP,real_SO,real_BB,real_K/9,real_BB/9,real_ERA,real_WHIP,real_K%,real_BB%
11,Pablo Lopez,MIN,31,31,186.2,767,38.70967741935484,32.25806451612903,48.38709677419355,0.0,0.0,0.0,22.164276401564535,10.951760104302476,10.039113428943937,2.9986962190352022,0.1303780964797914,1.0430247718383312,197,45,9.51,2.19,3.72,1.16,25.68448501,5.867014342,14.0,14.0,75.2,312.0,35.714285714285715,28.57142857142857,,0.0,0.0,0.0,20.51282051282051,8.974358974358974,7.371794871794872,1.9230769230769231,0.0,1.282051282051282,73.0,20.0,8.68,2.38,2.74,1.11,23.39999999999999,6.4
12,Sonny Gray,STL,28,28,167.2,685,39.285714285714285,28.57142857142857,46.42857142857143,0.0,0.0,0.0,21.16788321167883,10.364963503649635,9.48905109489051,2.627737226277372,0.145985401459854,0.8759124087591241,180,46,9.68,2.49,3.49,1.14,26.27737226,6.715328467,32.0,32.0,180.2,753.0,43.75,25.0,,0.0,0.0,0.0,24.568393094289508,12.350597609561753,11.42098273572377,3.3200531208499333,0.0,0.398406374501992,201.0,38.0,10.01,1.89,4.28,1.23,26.700000000000003,5.0
13,Logan Gilbert,SEA,31,31,194.2,776,38.70967741935484,29.03225806451613,51.61290322580645,0.0,0.0,0.0,20.876288659793815,10.309278350515463,9.536082474226804,3.221649484536082,0.25773195876288657,0.6443298969072164,201,39,9.27,1.82,3.4,1.03,25.90206186,5.025773196,25.0,25.0,131.0,535.0,24.0,24.0,,0.0,0.0,0.0,19.439252336448597,9.906542056074766,9.345794392523365,3.7383177570093453,0.0,1.3084112149532712,173.0,31.0,11.89,2.13,3.44,1.03,32.29999999999999,5.79999999999999
14,Jacob deGrom,TEX,20,20,113.2,448,35.0,20.0,50.0,0.0,0.0,0.0,19.866071428571427,9.375,8.482142857142858,2.9017857142857144,0.0,0.8928571428571428,142,25,11.28,2.0,3.03,1.0,31.69642857,5.580357143,30.0,30.0,172.2,669.0,40.0,26.666666666666668,,0.0,0.0,0.0,18.236173393124066,8.520179372197308,8.520179372197308,3.8863976083707024,0.0,0.4484304932735426,185.0,37.0,9.64,1.93,2.97,0.92,27.699999999999992,5.5
15,Corbin Burnes,ARI,30,30,185.2,765,40.0,30.0,53.333333333333336,0.0,0.0,0.0,21.568627450980394,10.588235294117647,9.673202614379086,2.6143790849673203,0.130718954248366,0.9150326797385622,183,53,8.89,2.57,3.61,1.17,23.92156863,6.928104575,11.0,11.0,64.1,265.0,27.27272727272727,18.181818181818183,,0.0,0.0,0.0,18.49056603773585,8.679245283018867,7.169811320754717,2.6415094339622645,0.37735849056603776,1.1320754716981132,63.0,26.0,8.81,3.64,2.66,1.17,23.799999999999997,9.8
16,Justin Steele,CHC,29,29,168.1,695,37.93103448275862,27.586206896551722,44.827586206896555,0.0,0.0,0.0,21.8705035971223,10.215827338129497,9.352517985611511,2.446043165467626,0.14388489208633093,0.8633093525179856,164,46,8.76,2.47,3.48,1.18,23.5971223,6.618705036,4.0,4.0,22.2,92.0,75.0,25.0,,0.0,0.0,0.0,22.82608695652174,13.043478260869565,13.043478260869565,5.434782608695652,0.0,1.0869565217391304,21.0,5.0,8.34,1.99,4.76,1.15,22.8,5.4
17,Yoshinobu Yamamoto,LAD,26,26,152.0,617,42.30769230769231,23.076923076923077,46.15384615384615,0.0,0.0,0.0,21.231766612641813,10.21069692058347,9.40032414910859,2.593192868719611,0.1620745542949757,0.8103727714748784,161,39,9.55,2.32,3.44,1.12,26.09400324,6.320907618,30.0,30.0,173.2,684.0,40.0,26.666666666666668,,0.0,0.0,0.0,16.52046783625731,7.748538011695906,7.017543859649122,2.046783625730994,0.0,0.43859649122807015,201.0,59.0,10.42,3.06,2.49,0.99,29.4,8.6
18,Joe Ryan,MIN,28,28,163.2,661,35.714285714285715,32.142857142857146,46.42857142857143,0.0,0.0,0.0,21.482602118003026,11.346444780635402,10.43872919818457,3.7821482602118004,0.15128593040847202,1.059001512859304,180,35,9.9,1.95,3.81,1.08,27.23146747,5.295007564,30.0,31.0,171.0,689.0,41.935483870967744,32.25806451612903,,0.0,0.0,0.0,20.029027576197386,10.014513788098693,9.433962264150944,3.7735849056603774,0.0,1.741654571843251,194.0,39.0,10.21,2.05,3.42,1.04,28.199999999999996,5.7
19,Blake Snell,LAD,28,28,158.0,649,39.285714285714285,21.428571428571427,46.42857142857143,0.0,0.0,0.0,17.873651771956855,9.861325115562405,9.090909090909092,2.773497688751926,0.15408320493066258,0.6163328197226503,205,69,11.66,3.92,3.35,1.17,31.58705701,10.63174114,11.0,11.0,61.1,254.0,45.45454545454545,36.36363636363637,,0.0,0.0,0.0,20.078740157480315,8.267716535433072,6.299212598425196,1.1811023622047243,0.39370078740157477,0.0,72.0,26.0,10.57,3.82,2.35,1.26,28.299999999999997,10.2
20,Cristopher Sanchez,PHI,29,29,168.0,699,34.48275862068966,27.586206896551722,44.827586206896555,0.0,0.0,0.0,22.889842632331902,10.300429184549357,9.585121602288984,2.28898426323319,0.4291845493562232,0.7153075822603719,145,45,7.79,2.39,3.57,1.22,20.74391989,6.43776824,32.0,32.0,202.0,807.0,40.625,15.625,,0.0,0.0,0.0,21.189591078066915,7.187112763320942,6.939281288723668,1.486988847583643,0.0,0.7434944237918215,212.0,44.0,9.45,1.96,2.5,1.06,26.3,5.5
21,Michael King,SDP,29,30,170.0,707,40.0,30.0,40.0,0.0,0.0,3.3333333333333335,20.65063649222065,10.325318246110324,9.476661951909476,2.6874115983026874,0.4243281471004243,0.9900990099009901,187,59,9.88,3.12,3.56,1.2,26.44978784,8.345120226,15.0,15.0,73.1,308.0,33.33333333333333,20.0,,0.0,0.0,0.0,20.12987012987013,10.064935064935066,9.090909090909092,3.896103896103896,0.0,1.2987012987012987,76.0,26.0,9.33,3.19,3.44,1.2,24.7,8.4
22,Tyler Glasnow,LAD,22,22,134.1,538,40.909090909090914,27.27272727272727,50.0,0.0,0.0,0.0,19.516728624535315,10.223048327137546,9.479553903345725,2.973977695167286,0.18587360594795538,0.5576208178438662,166,40,11.14,2.66,3.41,1.08,30.85501859,7.434944238,18.0,18.0,90.1,366.0,22.22222222222222,16.666666666666664,,0.0,0.0,0.0,15.300546448087433,9.01639344262295,8.743169398907105,2.73224043715847,0.0,0.819672131147541,106.0,43.0,10.56,4.28,3.19,1.1,28.999999999999996,11.69999999999999
23,Max Fried,NYY,28,28,167.1,690,42.857142857142854,28.57142857142857,50.0,0.0,0.0,0.0,21.44927536231884,9.855072463768117,8.985507246376812,2.318840579710145,0.14492753623188406,0.8695652173913043,159,48,8.54,2.6,3.34,1.18,23.04347826,6.956521739,32.0,32.0,195.1,801.0,59.375,15.625,,0.0,0.0,0.0,20.474406991260924,9.113607990012484,7.740324594257178,1.7478152309612984,0.0,1.2484394506866416,189.0,51.0,8.71,2.35,2.86,1.1,23.599999999999998,6.4
24,Tanner Bibee,CLE,29,29,170.2,701,37.93103448275862,31.03448275862069,41.37931034482759,0.0,0.0,0.0,21.540656205420827,10.841654778887303,9.985734664764621,3.2810271041369474,0.14265335235378032,0.9985734664764622,180,46,9.49,2.4,3.71,1.15,25.67760342,6.562054208,31.0,31.0,182.1,762.0,38.70967741935484,35.483870967741936,,0.0,0.0,0.0,22.30971128608924,12.204724409448819,11.286089238845145,3.543307086614173,0.13123359580052493,1.3123359580052494,162.0,54.0,8.0,2.67,4.24,1.23,21.3,7.1
25,Aaron Nola,PHI,30,30,185.2,762,40.0,30.0,50.0,0.0,0.0,0.0,22.57217847769029,11.41732283464567,10.498687664041995,3.543307086614173,0.13123359580052493,0.6561679790026247,184,45,8.91,2.16,3.88,1.17,24.14698163,5.905511811,17.0,17.0,94.1,404.0,29.411764705882355,58.82352941176471,,0.0,0.0,0.0,24.504950495049506,16.08910891089109,15.594059405940595,4.455445544554455,0.0,0.9900990099009901,97.0,28.0,9.25,2.67,6.01,1.35,24.0,6.9
26,Spencer Schwellenbach,ATL,28,28,164.0,671,42.857142857142854,28.57142857142857,42.857142857142854,0.0,0.0,0.0,22.35469448584203,10.879284649776453,9.985096870342772,2.8315946348733236,0.14903129657228018,1.0432190760059614,160,37,8.8,2.02,3.7,1.14,23.84500745,5.514157973,17.0,17.0,110.2,434.0,41.17647058823529,23.52941176470588,,0.0,0.0,0.0,20.506912442396313,10.138248847926267,8.755760368663594,2.995391705069124,0.2304147465437788,0.4608294930875576,108.0,18.0,8.78,1.46,3.09,0.97,24.9,4.09999999999999
27,Hunter Brown,HOU,29,29,167.1,703,41.37931034482759,31.03448275862069,48.275862068965516,0.0,0.0,0.0,21.47937411095306,10.81081081081081,9.95732574679943,2.7027027027027026,0.1422475106685633,0.8534850640113799,178,58,9.57,3.12,3.76,1.25,25.3200569,8.250355619,31.0,31.0,185.1,729.0,38.70967741935484,29.03225806451613,,0.0,0.0,0.0,18.244170096021946,7.544581618655692,6.858710562414267,2.3319615912208507,0.1371742112482853,0.9602194787379973,206.0,57.0,10.0,2.77,2.43,1.03,28.299999999999997,7.8
28,Kevin Gausman,TOR,30,30,183.0,762,40.0,33.33333333333333,50.0,0.0,0.0,0.0,22.703412073490814,11.286089238845145,10.36745406824147,3.0183727034120733,0.13123359580052493,0.5249343832020997,184,52,9.05,2.58,3.88,1.23,24.14698163,6.824146982,32.0,32.0,193.0,775.0,31.25,34.375,,0.0,0.0,0.0,20.0,10.193548387096774,9.935483870967742,2.7096774193548385,0.25806451612903225,0.3870967741935484,189.0,50.0,8.81,2.33,3.59,1.06,24.4,6.5
30,Luis Castillo,SEA,30,30,182.1,747,40.0,33.33333333333333,46.666666666666664,0.0,0.0,0.0,21.285140562248998,10.843373493975903,9.906291834002676,3.2128514056224895,0.2677376171352075,0.8032128514056224,183,51,9.04,2.51,3.67,1.15,24.49799197,6.827309237,32.0,32.0,180.2,745.0,34.375,25.0,,0.0,0.0,0.0,22.550335570469798,10.201342281879194,9.53020134228188,3.087248322147651,0.0,0.9395973154362416,162.0,46.0,8.07,2.29,3.54,1.18,21.7,6.2
31,Freddy Peralta,MIL,29,29,168.1,696,37.93103448275862,31.03448275862069,41.37931034482759,0.0,0.0,0.0,19.97126436781609,11.063218390804598,10.201149425287356,3.3045977011494254,0.14367816091954022,1.1494252873563218,193,60,10.31,3.23,3.8,1.18,27.72988506,8.620689655,33.0,33.0,176.2,723.0,51.515151515151516,18.181818181818183,,0.0,0.0,0.0,17.15076071922545,7.468879668049793,7.330567081604427,2.904564315352697,0.0,1.2448132780082988,204.0,66.0,10.39,3.36,2.7,1.08,28.199999999999996,9.1
32,Hunter Greene,CIN,25,25,151.2,630,36.0,32.0,44.0,0.0,0.0,0.0,19.682539682539684,11.428571428571429,10.476190476190476,3.492063492063492,0.15873015873015872,1.746031746031746,179,54,10.62,3.23,3.92,1.18,28.41269841,8.571428571,19.0,19.0,107.2,420.0,36.84210526315789,21.052631578947366,,0.0,0.0,0.0,17.857142857142858,8.333333333333332,7.857142857142857,3.571428571428571,0.0,0.4761904761904762,132.0,26.0,11.03,2.17,2.76,0.94,31.4,6.2
33,Seth Lugo,KCR,30,30,183.1,766,40.0,33.33333333333333,50.0,0.0,0.0,3.3333333333333335,23.237597911227155,11.488250652741515,10.574412532637076,2.8720626631853787,0.26109660574412535,0.9138381201044387,162,48,7.95,2.35,3.96,1.23,21.14882507,6.266318538,26.0,26.0,145.1,611.0,30.76923076923077,26.923076923076923,,0.0,0.0,0.0,21.76759410801964,11.456628477905074,10.965630114566286,4.4189852700491,0.16366612111292964,0.9819967266775778,125.0,55.0,7.74,3.41,4.15,1.29,20.5,9.0
34,Zach Eflin,BAL,29,29,171.1,701,37.93103448275862,31.03448275862069,44.827586206896555,0.0,0.0,0.0,24.10841654778887,11.412268188302425,10.413694721825962,3.2810271041369474,0.14265335235378032,0.7132667617689016,145,28,7.62,1.49,3.86,1.15,20.68473609,3.994293866,14.0,14.0,71.1,309.0,42.857142857142854,35.714285714285715,,0.0,0.0,0.0,28.478964401294498,15.53398058252427,15.210355987055015,5.825242718446602,0.0,0.6472491909385114,50.0,13.0,6.31,1.64,5.93,1.42,16.2,4.2
35,Zac Gallen,ARI,29,29,171.2,714,44.827586206896555,27.586206896551722,44.827586206896555,0.0,0.0,0.0,21.84873949579832,11.064425770308123,10.224089635854341,2.661064425770308,0.1400560224089636,0.8403361344537815,173,52,9.05,2.74,3.82,1.21,24.22969188,7.282913165,33.0,33.0,192.0,813.0,39.39393939393939,45.45454545454545,,0.0,0.0,0.0,21.648216482164823,13.407134071340712,12.669126691266912,3.8130381303813037,0.12300123001230012,0.4920049200492005,175.0,66.0,8.2,3.09,4.83,1.26,21.5,8.1
36,Shota Imanaga,CHC,28,28,172.1,699,42.857142857142854,25.0,46.42857142857143,0.0,0.0,0.0,22.17453505007153,10.872675250357654,10.014306151645208,3.719599427753934,0.14306151645207438,0.7153075822603719,172,37,8.98,1.93,3.63,1.12,24.60658083,5.293276109,25.0,25.0,144.2,567.0,36.0,32.0,,0.0,0.0,0.0,20.634920634920633,10.934744268077601,10.582010582010582,5.467372134038801,0.0,0.1763668430335097,117.0,26.0,7.28,1.62,3.73,0.99,20.599999999999998,4.6
37,Tanner Houck,BOS,28,33,171.2,724,30.303030303030305,27.27272727272727,36.36363636363637,0.0,0.0,0.0,22.375690607734807,11.187845303867404,10.220994475138122,2.209944751381215,0.4143646408839779,1.5193370165745856,151,51,7.94,2.67,3.89,1.24,20.85635359,7.044198895,9.0,9.0,43.2,203.0,0.0,33.33333333333333,,0.0,0.0,0.0,28.078817733990146,20.19704433497537,19.21182266009852,4.926108374384237,0.0,2.4630541871921183,32.0,17.0,6.6,3.5,8.04,1.69,15.8,8.4
38,Yusei Kikuchi,LAA,30,30,170.2,709,33.33333333333333,33.33333333333333,40.0,0.0,0.0,0.0,21.861777150916783,11.42454160789845,10.437235543018335,3.6671368124118473,0.14104372355430184,0.7052186177715092,190,51,10.04,2.7,3.91,1.21,26.79830748,7.193229901,33.0,33.0,178.1,772.0,21.21212121212121,33.33333333333333,,0.0,0.0,0.0,23.316062176165804,11.26943005181347,10.233160621761659,3.1088082901554404,0.38860103626943004,0.38860103626943004,174.0,74.0,8.78,3.73,3.99,1.42,22.5,9.6
39,Spencer Strider,ATL,20,20,114.1,465,45.0,25.0,45.0,0.0,0.0,0.0,19.13978494623656,10.32258064516129,9.46236559139785,2.795698924731183,0.21505376344086022,0.8602150537634409,153,39,12.02,3.08,3.47,1.13,32.90322581,8.387096774,23.0,23.0,125.1,539.0,30.434782608695656,60.86956521739131,,0.0,0.0,0.0,23.00556586270872,11.688311688311687,11.50278293135436,3.710575139146568,0.0,1.4842300556586272,131.0,51.0,9.41,3.66,4.45,1.4,24.3,9.5
40,Sandy Alcantara,MIA,24,24,153.0,636,33.33333333333333,33.33333333333333,45.83333333333333,0.0,0.0,0.0,22.955974842767297,10.849056603773585,10.062893081761008,2.515723270440252,0.15723270440251574,0.9433962264150944,134,39,7.86,2.29,3.74,1.21,21.06918239,6.132075472,31.0,31.0,174.2,745.0,35.483870967741936,38.70967741935484,,0.0,0.0,0.0,22.14765100671141,14.36241610738255,13.95973154362416,2.953020134228188,0.0,1.2080536912751678,142.0,57.0,7.32,2.94,5.36,1.27,19.1,7.7
41,Ranger Suarez,PHI,27,32,157.1,660,31.25,25.0,34.375,0.0,0.0,0.0,22.424242424242426,10.606060606060606,9.848484848484848,2.4242424242424243,0.15151515151515152,0.7575757575757576,142,49,8.15,2.81,3.7,1.25,21.51515152,7.424242424,26.0,26.0,157.1,651.0,46.15384615384615,30.76923076923077,,0.0,0.0,0.0,23.655913978494624,8.755760368663594,8.60215053763441,2.1505376344086025,0.0,0.9216589861751152,151.0,38.0,8.64,2.17,3.2,1.22,23.19999999999999,5.79999999999999
42,Bailey Ober,MIN,29,29,171.2,697,37.93103448275862,31.03448275862069,44.827586206896555,0.0,0.0,0.0,21.52080344332855,11.76470588235294,10.760401721664275,3.7302725968436152,0.1434720229555237,0.860832137733142,177,41,9.29,2.14,3.94,1.11,25.39454806,5.882352941,27.0,27.0,146.1,624.0,22.22222222222222,33.33333333333333,,0.0,0.0,0.0,25.48076923076923,13.461538461538462,13.301282051282051,4.807692307692308,0.0,0.8012820512820512,120.0,31.0,7.38,1.91,5.1,1.3,19.2,5.0
44,Roki Sasaki,LAD,22,23,131.1,538,34.78260869565217,21.73913043478261,47.82608695652174,0.0,0.0,0.0,19.888475836431226,10.408921933085502,9.66542750929368,2.7881040892193307,0.18587360594795538,1.1152416356877324,154,43,10.55,2.96,3.53,1.15,28.62453532,7.992565056,8.0,10.0,36.1,161.0,10.0,10.0,,0.0,20.0,0.0,18.633540372670808,11.180124223602485,11.180124223602485,3.7267080745341614,0.0,1.8633540372670807,28.0,22.0,6.94,5.45,4.46,1.43,17.4,13.69999999999999
47,Erick Fedde,STL,30,30,172.2,727,33.33333333333333,36.666666666666664,36.666666666666664,0.0,0.0,0.0,22.833562585969737,11.691884456671252,10.729023383768913,3.0261348005502064,0.1375515818431912,0.8253094910591471,151,53,7.86,2.75,4.08,1.27,20.77028886,7.290233838,24.0,32.0,141.0,623.0,12.5,40.625,,0.0,3.125,0.0,23.595505617977526,14.446227929373997,13.804173354735152,3.0497592295345104,0.16051364365971107,0.4815409309791332,83.0,67.0,5.3,4.28,5.49,1.52,13.3,10.8
49,Nathan Eovaldi,TEX,26,26,158.0,652,38.46153846153847,30.76923076923077,50.0,0.0,0.0,0.0,22.085889570552148,11.349693251533742,10.429447852760736,3.2208588957055215,0.15337423312883436,0.9202453987730062,153,42,8.7,2.38,3.85,1.18,23.46625767,6.441717791,22.0,22.0,130.0,496.0,50.0,13.636363636363635,,0.0,0.0,0.0,18.14516129032258,5.64516129032258,5.040322580645161,2.0161290322580645,0.20161290322580644,1.411290322580645,129.0,21.0,8.93,1.45,1.73,0.85,26.0,4.2
50,MacKenzie Gore,WSN,30,30,166.1,704,33.33333333333333,33.33333333333333,36.666666666666664,0.0,0.0,0.0,21.306818181818183,11.079545454545455,10.227272727272728,2.840909090909091,0.14204545454545456,0.9943181818181818,179,63,9.67,3.4,3.9,1.28,25.42613636,8.948863636,30.0,30.0,159.2,680.0,16.666666666666664,50.0,,0.0,0.0,0.0,22.35294117647059,11.029411764705882,10.882352941176471,2.941176470588235,0.0,0.7352941176470588,185.0,64.0,10.43,3.61,4.17,1.35,27.200000000000003,9.4
51,Mitch Keller,PIT,30,30,179.2,764,33.33333333333333,36.666666666666664,43.333333333333336,0.0,0.0,0.0,23.036649214659686,12.041884816753926,11.12565445026178,2.8795811518324608,0.13089005235602094,1.4397905759162304,166,54,8.3,2.71,4.25,1.28,21.72774869,7.068062827,32.0,32.0,176.1,749.0,18.75,46.875,,0.0,0.0,0.0,22.83044058744993,12.149532710280374,10.947930574098798,2.803738317757009,0.0,1.335113484646195,150.0,51.0,7.66,2.6,4.19,1.26,20.0,6.800000000000001
52,Kodai Senga,NYM,26,30,149.2,635,36.666666666666664,23.333333333333332,36.666666666666664,0.0,0.0,0.0,19.68503937007874,10.551181102362204,9.763779527559056,2.8346456692913384,0.15748031496062992,1.2598425196850394,165,65,9.94,3.93,3.72,1.27,25.98425197,10.23622047,22.0,22.0,113.1,482.0,31.818181818181817,27.27272727272727,,0.0,0.0,0.0,19.502074688796682,9.12863070539419,7.883817427385892,2.4896265560165975,0.0,0.6224066390041494,109.0,55.0,8.66,4.37,3.02,1.31,22.6,11.4
53,Michael Wacha,KCR,28,28,162.2,681,39.285714285714285,32.142857142857146,39.285714285714285,0.0,0.0,0.0,22.760646108663728,11.747430249632892,10.719530102790015,3.2305433186490458,0.14684287812041116,0.881057268722467,142,47,7.87,2.6,4.06,1.24,20.85168869,6.901615272,31.0,31.0,172.2,716.0,32.25806451612903,41.935483870967744,,0.0,0.0,0.0,23.18435754189944,10.335195530726256,10.335195530726256,2.094972067039106,0.0,0.5586592178770949,126.0,45.0,6.57,2.35,3.86,1.22,17.599999999999998,6.3
54,Brady Singer,CIN,29,29,171.0,729,31.03448275862069,34.48275862068966,41.37931034482759,0.0,0.0,0.0,23.593964334705074,12.345679012345679,11.248285322359397,3.4293552812071333,0.1371742112482853,1.2345679012345678,160,50,8.4,2.6,4.34,1.29,21.9478738,6.858710562,32.0,32.0,169.2,716.0,43.75,37.5,,0.0,0.0,0.0,20.949720670391063,11.1731843575419,10.614525139664805,2.653631284916201,0.0,1.9553072625698324,163.0,60.0,8.65,3.18,4.03,1.24,22.8,8.4
55,Jack Flaherty,DET,26,27,144.2,606,37.03703703703704,29.629629629629626,40.74074074074074,0.0,0.0,0.0,21.782178217821784,11.221122112211221,10.396039603960396,3.1353135313531353,0.16501650165016502,1.155115511551155,158,46,9.83,2.86,3.9,1.23,26.07260726,7.590759076,31.0,31.0,161.0,681.0,25.806451612903224,48.38709677419355,,0.0,0.0,0.0,21.58590308370044,12.481644640234949,12.187958883994126,3.3773861967694567,0.14684287812041116,0.7342143906020557,188.0,59.0,10.51,3.3,4.64,1.28,27.6,8.7
56,Taj Bradley,TBR,29,29,162.1,673,34.48275862068966,34.48275862068966,41.37931034482759,0.0,0.0,0.0,21.39673105497771,11.292719167904904,10.401188707280832,3.566121842496285,0.2971768202080238,0.7429420505200593,176,52,9.75,2.9,3.89,1.21,26.15156018,7.726597325,27.0,27.0,142.2,605.0,22.22222222222222,29.629629629629626,,0.0,0.0,0.0,21.65289256198347,14.545454545454545,13.223140495867769,3.1404958677685952,0.0,0.6611570247933884,127.0,56.0,8.01,3.53,5.05,1.31,21.0,9.3
