#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,K%,BB%,real_AB,real_PA,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_K%,real_BB%,avg_hit_angle,anglesweetspotpercent,ev50,fbld,ev95percent,brl_percent,Adj_BRL%,Optimal_Pulled_Flyball%,Adj_OPFB,95%_EV,Adj_LA,Adj_95EV,Adj_LA_95%_EV,O-Swing%,Adj_O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%
143,Andrew Vaughn,CHW,142,555.1791809,615,145.8788396,93.40443686,30.43515358,1.049488055,20.98976109,70.31569966,75.56313993,45.12798635,0,113.3447099,8.395904437,5.247440273,1.049488055,1.049488055,1.049488055,0,0.263,0.324786325,0.434782609,18.43003413,7.337883959,566,615,146,93,30,2,21,67,80,36,0,129,11,2,0,0,0,0,0.258,0.314,0.429,21,5.9,7.5,34.1,101.2,94.7,48.6,7.9,29.81132076,5.582524272,28.61374626,108.95,32.1859,51.145112,1646.15146,35.5,45.83339,63.2,47,69.4,89.8,80.8,41.6,62,9,20.1,29.1
144,Jonah Heim,TEX,109,453.6900726,501,103.1113801,64.29297821,21.83535109,1.213075061,16.98305085,53.37530266,57.01452785,40.031477,0,95.83292978,2.426150121,3.639225182,1.213075061,2.426150121,1.213075061,1.213075061,0.228,0.291262136,0.395721925,19.1283293,7.99031477,457,501,118,72,28,0,18,61,95,40,2,96,1,3,0,2,0,2,0.258,0.317,0.438,19.2,8,17,29.6,99.4,92.6,39.9,6.9,26.03773585,10.03134796,56.95487826,107.68,71.7724,44.2203608,3173.801423,32.9,54.861162,75.5,50.6,69.2,88,80.9,41.6,64.2,9.7,13.9,23.5
145,Josh Naylor,CLE,130,447.0057034,495,118.5741445,73.40304183,25.40874525,0.941064639,19.76235741,57.40494297,67.75665399,38.58365019,2.823193916,79.04942966,5.646387833,2.823193916,0.941064639,4.705323194,0.941064639,3.764258555,0.265,0.32952381,0.461052632,15.96958175,7.794676806,452,495,139,91,31,0,17,52,97,33,9,68,3,7,0,10,3,7,0.308,0.354,0.489,13.7,6.7,10.3,28.9,101.1,94.4,42.8,8.6,32.45283019,6.068601583,31.71029092,109.78,43.8535,55.6707368,2441.356656,37.5,38.88895,73.4,51,72.5,88.9,81.4,37.4,59.4,9.5,12.9,22.4
146,Chris Taylor,LAD,130,339.4676806,384,78.84410646,48.18250951,17.52091255,2.190114068,10.95057034,45.26235741,42.34220532,36.50190114,0.730038023,119.7262357,4.380228137,2.190114068,1.460076046,7.300380228,2.190114068,5.11026616,0.233,0.312977099,0.393548387,31.17870722,9.505703422,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,16,3,13,0.237,0.326,0.42,32.6,10.7,20.4,40.4,98.7,91.8,38,10.2,38.49056604,8.835341365,49.33574494,106.25,85.9402,36.4232,3130.217093,27.3,74.305594,78.3,49.9,39.2,72.2,62.1,44.3,61.9,18.9,12.5,31.4
147,Enrique Hernandez,BOS,127,453.0298507,508,107.0970149,65.39552239,26.53731343,0.947761194,14.21641791,62.55223881,54.97014925,43.59701493,0,95.7238806,5.686567164,4.73880597,0.947761194,0.947761194,0.947761194,0,0.236,0.308411215,0.393305439,18.84328358,8.582089552,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,4,1,3,0.237,0.289,0.357,19.1,6.7,17.3,33.3,98.8,92.6,35,5.8,21.88679245,6.14334471,32.18644034,108.23,73.0225,47.2192688,3448.069056,30.8,62.152824,73.5,47.6,59.5,87.4,76.4,39.3,54.7,11.2,14.3,25.5
149,CJ Abrams,WSN,137,571.6156716,614,146.6268657,104.2425373,30.92910448,3.436567164,8.018656716,69.87686567,54.98507463,22.91044776,0,109.9701493,11.45522388,4.582089552,3.436567164,18.32835821,5.72761194,12.60074627,0.256,0.296435272,0.364729459,17.91044776,3.731343284,563,614,138,86,28,6,18,83,64,32,2,118,13,3,3,47,4,43,0.245,0.3,0.412,19.2,5.2,6.8,28.2,97.2,90.9,30.7,2.1,7.924528303,4.201680672,19.81711293,106.22,29.269,36.2596232,1061.282911,43.8,17.013964,72.5,56.6,68.6,87.4,79.3,44.5,65.9,11.7,14,25.7
151,Austin Hays,BAL,136,519.3405018,566,129.8351254,81.14695341,27.38709677,2.028673835,18.25806452,65.93189964,65.93189964,32.45878136,0,111.5770609,9.129032258,4.05734767,2.028673835,4.05734767,2.028673835,2.028673835,0.25,0.303411131,0.4140625,19.71326165,5.734767025,520,566,143,89,36,2,16,76,67,38,1,141,3,5,0,5,1,4,0.275,0.325,0.444,24.9,6.7,11.3,32.3,99,92.3,37.7,5.2,19.62264151,6.775700935,36.21485156,106.99,48.0205,40.4580944,1942.817922,39.7,31.250066,68,50.9,64.2,90.4,78.1,39.6,65.3,11.2,16.1,27.3
152,Giancarlo Stanton,NYY,123,366.8375242,415,88.29787234,50.57059961,13.64603482,0,24.08123791,51.37330754,65.01934236,43.34622824,1.605415861,121.2088975,2.408123791,2.408123791,0,0,0,0,0.241,0.323017408,0.474835886,29.20696325,10.44487427,371,415,71,34,13,0,24,43,60,41,3,124,2,1,0,0,0,0,0.191,0.275,0.42,29.9,9.9,10.8,26.9,107.8,98.4,52.3,19.3,72.83018869,4.044117647,18.8133612,117.91,45.937,100.0000496,4593.702278,30.7,62.500046,62.6,43.1,54.7,74.7,66,39.1,58,14.7,18.3,32.9
154,Christopher Morel,CHC,112,384.1933333,429,89.61333333,53.38666667,17.16,2.86,15.25333333,51.48,48.62,34.32,0,129.6533333,3.813333333,2.86,3.813333333,10.48666667,3.813333333,6.673333333,0.233,0.30044843,0.40942928,30.22222222,8,388,429,96,50,17,3,26,62,70,36,0,133,2,2,1,6,2,4,0.247,0.313,0.508,31,8.4,9.1,30,101.8,95.6,40.3,13.4,50.56603774,5.327868852,26.99146959,110.06,38.8531,57.1974536,2222.298384,33.2,53.819496,72.8,49.5,54.8,68.9,63.4,41.3,68.7,18.1,14.2,32.3
155,Nick Castellanos,PHI,140,618.6847458,671,163.7694915,100.0813559,35.2559322,2.274576271,25.02033898,83.0220339,87.57118644,40.94237288,1.137288136,152.3966102,5.686440678,4.549152542,1.137288136,5.686440678,2.274576271,3.411864407,0.264,0.314091681,0.448529412,22.71186441,6.101694915,626,671,170,102,37,2,29,79,106,36,0,185,3,6,0,11,2,9,0.272,0.311,0.476,27.6,5.4,14.6,36.9,98.4,92.1,35.1,6.6,24.90566038,4.347826087,20.74812904,107.14,61.7716,41.2759784,2549.683227,43.6,17.708408,77.9,57,54.8,83.5,70.2,39.2,68.6,17,11,28
157,Cody Bellinger,CHC,125,499.9604743,556,110.9802372,65.92885375,23.07509881,3.296442688,19.77865613,64.83003953,64.83003953,47.24901186,1.098814229,139.5494071,3.296442688,4.395256917,1.098814229,12.08695652,3.296442688,8.790513834,0.222,0.291089109,0.402197802,25.09881423,8.498023715,499,556,153,97,29,1,26,95,97,40,3,87,5,12,0,20,6,14,0.307,0.356,0.525,15.6,7.2,20.3,34.4,98.1,92.3,38.1,8.3,31.32075472,8.967391304,50.17696613,104.61,85.5235,27.4810016,2350.27144,34.5,49.30561,70.5,49.8,68.6,80.9,76,42.7,60.2,12,14.5,26.4
158,Wilmer Flores,SFG,122,404.3724696,454,100.1740891,64.33198381,20.21862348,0.91902834,14.70445344,53.30364372,52.38461538,39.51821862,0,72.60323887,5.51417004,3.67611336,0.91902834,0.91902834,0,0.91902834,0.247,0.320486815,0.411363636,15.99190283,8.704453441,405,454,115,70,22,0,23,51,60,41,1,63,5,3,0,0,0,0,0.284,0.355,0.509,13.9,9,20.7,35.7,97.7,90.8,35.4,6.3,23.77358491,10.95571096,62.84351212,104.83,87.1903,28.6805648,2500.667049,30.7,62.500046,68.1,45.6,71.6,90.1,82.6,39.9,64,7.9,18.3,26.2
160,Tyrone Taylor,MIL,124,220.8622881,243,51.48305085,29.86016949,10.29661017,1.544491525,9.781779661,27.80084746,29.86016949,15.95974576,0,58.17584746,3.603813559,1.544491525,0.514830508,2.574152542,1.029661017,1.544491525,0.234,0.293617021,0.426573427,23.94067797,6.56779661,231,243,54,26,17,1,10,36,35,8,0,55,3,1,0,9,0,9,0.234,0.267,0.446,22.6,3.3,16.9,34.7,99.2,92.9,37.6,9.9,37.35849057,6.545454545,34.74807207,106.81,71.3557,39.4766336,2816.882824,36.4,42.708392,70.8,50.9,59.2,85.9,74.9,42.3,63,12.7,16,28.7
161,Tony Kemp,OAK,132,365.8192308,419,89.44038462,64.46153846,17.72692308,1.611538462,4.834615385,45.92884615,33.03653846,39.48269231,0,53.98653846,5.640384615,4.028846154,4.028846154,8.057692308,2.417307692,5.640384615,0.244,0.324271845,0.339207048,12.88461538,9.423076923,359,419,75,54,13,3,5,42,27,44,0,40,6,3,7,15,4,11,0.209,0.303,0.304,9.5,10.5,15,33.3,93.1,89,14.9,1.6,6.03773585,5.287356322,26.73338542,99.57,63.4384,9.92E-05,0.006293089,33,54.51394,68.2,48.4,79.7,93.6,88.3,43.8,60.2,5.7,16.9,22.5
162,Christian Vazquez,MIN,103,327.7621483,355,82.62148338,59.92327366,15.43478261,0.907928389,6.355498721,35.40920716,36.31713555,21.79028133,0,60.83120205,2.723785166,2.723785166,0.907928389,2.723785166,1.815856777,0.907928389,0.254,0.301790281,0.362880886,17.13554987,6.138107417,327,355,73,54,13,0,6,34,32,25,1,82,1,1,1,1,0,1,0.223,0.28,0.318,23.1,7,10.7,36.1,97.8,91.2,36.4,5.1,19.24528302,5.438066465,27.69348103,105.08,45.5203,30.0437048,1367.598456,35.5,45.83339,68.1,49.2,77.4,90.6,85.1,41.9,64.6,7.4,17.5,24.8
164,Elvis Andrus,,107,373.8228438,406,92.74592075,64.35431235,18.92773893,0.946386946,8.517482517,46.37296037,38.8018648,24.60606061,0,64.35431235,3.785547786,1.892773893,0.946386946,11.35664336,2.839160839,8.517482517,0.249,0.299765808,0.372151899,15.85081585,6.060606061,374,406,94,67,20,1,6,39,44,25,1,71,4,2,1,12,4,8,0.251,0.304,0.358,17.5,6.2,11.9,28.9,98.3,91.2,34.8,4.5,16.98113208,7.936507937,43.60974665,106.55,50.5207,38.058968,1922.765705,32.8,55.208384,63,45.4,69.6,88.7,80.6,41.7,61.2,8.8,18.6,27.4
165,Brandon Drury,LAA,122,479.0594262,523,118.9610656,71.80532787,24.64959016,1.071721311,20.36270492,64.30327869,67.51844262,33.22336066,0,117.8893443,5.358606557,3.215163934,1.071721311,2.143442623,1.071721311,1.071721311,0.248,0.302469136,0.429530201,22.54098361,6.352459016,485,523,127,68,30,3,26,61,83,25,0,136,8,5,0,0,2,-2,0.262,0.306,0.497,26,4.8,13.8,34.8,100.6,92.7,42.2,10.4,39.24528302,9.798994975,55.47467876,108.98,58.438,51.3086888,2998.377156,32.4,56.597272,64.8,45.9,70.4,88.9,81.2,41.6,60.7,8.6,18.5,27.1
166,Max Kepler,MIN,124,429.8675889,491,98.97628458,60.16205534,21.34782609,1.940711462,15.5256917,58.22134387,55.31027668,51.42885375,0.970355731,83.45059289,5.822134387,3.881422925,0,4.851778656,1.940711462,2.911067194,0.231,0.318181818,0.397291196,16.99604743,10.4743083,438,491,114,66,22,2,24,72,66,45,0,106,4,4,0,1,1,0,0.26,0.332,0.484,21.6,9.2,11.2,31.9,100.1,92.8,39.9,7.1,26.79245283,4.747774481,23.29599135,109.06,47.6038,51.7448936,2463.253566,27.4,73.958372,71.7,46,66.3,90.9,82.4,41.8,58.3,8.1,14.9,22.9
167,Nick Fortes,MIA,73,292.6428571,323,70.42857143,46.14285714,13.35714286,1.214285714,10.92857143,36.42857143,35.21428571,23.07142857,0,59.5,4.857142857,1.214285714,0,4.857142857,1.214285714,3.642857143,0.242,0.305660377,0.410788382,18.42105263,7.142857143,294,323,60,44,10,0,6,33,26,17,0,59,7,2,3,4,2,2,0.204,0.263,0.299,18.3,5.3,15.4,30.2,99.5,93.4,37.8,7,26.41509434,6.470588235,34.27113791,107.05,65.1052,40.785248,2655.331728,29.7,65.972266,65.9,44.7,63.5,89.2,79.2,41.4,56.3,9.3,17.3,26.6
169,Luis Rengifo,LAA,112,409.5575221,445,102.3893805,68.9159292,18.70575221,2.953539823,11.81415929,47.25663717,44.30309735,24.61283186,0.984513274,77.77654867,3.938053097,2.953539823,3.938053097,5.907079646,2.953539823,2.953539823,0.25,0.296875,0.396634615,17.47787611,5.530973451,394,445,104,69,15,4,16,55,51,41,0,82,6,4,0,6,4,2,0.264,0.339,0.444,18.4,9.2,9.9,31.1,98.1,90.6,33.6,5.4,20.37735849,6.082725061,31.80026422,106.77,42.1867,39.2585312,1656.187878,39.9,30.555622,78.6,55.7,68.9,87.7,79.7,40.9,62.6,11.3,12,23.3
170,Joey Wendle,MIA,115,294.1324503,318,76.51655629,52.64900662,17.54966887,2.105960265,4.913907285,32.99337748,30.18543046,16.14569536,0.701986755,55.45695364,4.913907285,2.105960265,0.701986755,8.42384106,2.80794702,5.61589404,0.259,0.307522124,0.386634845,17.4392936,5.077262693,297,318,63,42,16,3,2,33,20,13,0,67,2,3,3,7,1,6,0.212,0.248,0.306,21.1,4.1,3,27.9,98,89.5,36.2,1.7,6.41509434,2.605863192,9.650993297,104.99,13.4344,29.5529744,397.0264793,43.1,19.444518,65.7,52.6,75,92.9,84.4,42,68.2,8.2,17.7,25.9
171,Santiago Espinal,TOR,108,230.4142857,254,60.47619048,44.14761905,12.0952381,0.604761905,3.628571429,27.21428571,24.19047619,18.74761905,0.604761905,35.68095238,1.814285714,1.814285714,1.20952381,3.628571429,1.814285714,1.814285714,0.262,0.320574163,0.367454068,14.04761905,7.380952381,230,254,57,41,14,0,2,30,25,18,1,36,3,1,2,2,1,1,0.248,0.31,0.335,14.2,7.1,14.1,33.8,96.8,88.5,31.7,3.4,12.83018868,4.975124378,24.7443188,104.43,59.6881,26.4995408,1581.707241,29.6,66.319488,68.2,45.9,76.4,91.3,85.7,42.3,60.1,6.5,17.9,24.4
174,Chas McCormick,HOU,107,402.910628,457,94.93236715,61.81642512,15.45410628,2.207729469,15.45410628,54.08937198,51.88164251,45.25845411,0,122.5289855,3.311594203,4.415458937,1.103864734,5.519323671,2.207729469,3.311594203,0.236,0.314769976,0.4,26.8115942,9.903381643,403,457,110,69,17,2,22,59,70,40,0,117,11,2,1,19,6,13,0.273,0.353,0.489,25.6,8.8,12.8,33.1,98.9,93.3,39,10.2,38.49056604,1.960784314,5.541532704,106.66,54.271,38.6587496,2098.049,32.5,56.25005,72.3,48,58.3,80.1,71.1,39,57.5,13.9,15.4,29.3
176,Lourdes Gurriel Jr.,ARI,132,545.9555556,592,152.3851852,101.9555556,32.88888889,2.192592593,15.34814815,64.68148148,70.16296296,35.08148148,1.096296296,107.437037,5.481481481,4.385185185,1.096296296,4.385185185,2.192592593,2.192592593,0.279,0.326530612,0.431726908,18.14814815,5.925925926,551,592,144,83,35,2,24,65,82,33,1,103,6,2,0,5,0,5,0.261,0.309,0.463,17.4,5.6,10.9,34.7,100.4,93.3,45.7,3.8,14.33962264,5.454545455,27.79846006,106.82,46.3537,39.5311592,1832.415494,33.4,53.125052,69.9,48.6,69,87.6,80.1,41.6,64.7,9.7,16.8,26.5
177,Adolis Garcia,TEX,144,585.1466227,632,137.4365733,80.17133443,28.11202636,3.123558484,27.0708402,77.04777595,84.33607908,36.44151565,1.041186161,184.2899506,6.247116969,4.164744646,0,19.78253707,5.205930807,14.57660626,0.235,0.285008237,0.434163701,29.15980231,5.766062603,555,632,136,68,29,0,39,108,107,65,0,175,6,6,0,9,1,8,0.245,0.328,0.508,27.7,10.3,13.2,36.7,102.4,96.4,47.4,12.9,48.67924529,7.511737089,40.90375345,110.33,55.9378,58.6696448,3281.850857,40.3,29.166734,75.5,53.5,59.2,76.9,68.6,37.6,62.9,16.8,12.8,29.6
179,Jose Siri,TBR,119,335.4349776,364,75.90134529,48.15246637,15.50672646,2.448430493,10.60986547,42.43946188,38.35874439,22.03587444,0,121.6053812,4.080717489,1.632286996,1.632286996,13.87443946,3.264573991,10.60986547,0.227,0.280898876,0.384428224,33.40807175,6.053811659,338,364,75,35,13,2,25,58,56,20,0,130,2,3,1,12,3,9,0.222,0.267,0.494,35.7,5.5,15.4,35.1,99.3,92.3,33,6.2,23.39622642,6.403940887,33.84656247,110.08,65.1052,57.3065048,3730.951456,39.8,30.902844,69.8,51.5,53.6,76.9,66,39.2,65.8,17.5,16.1,33.7
180,J.D. Martinez,LAD,132,428.8028419,479,111.4547069,67.21314387,24.6731794,0.85079929,17.86678508,59.55595027,62.95914742,41.68916519,1.701598579,118.2611012,3.403197158,3.403197158,0,0,0,0,0.26,0.32798574,0.444444444,24.68916519,8.703374778,432,479,117,55,27,2,33,61,103,34,1,149,2,9,0,1,0,1,0.271,0.321,0.572,31.1,7.1,14.1,42,100.9,94.2,41.7,12.5,47.16981133,7.360406091,39.9397027,108.45,59.6881,48.418832,2890.028086,34.9,47.916722,78.1,51.9,58,81.2,71.8,39.4,62.9,14.6,12,26.7
182,Gio Urshela,LAA,105,209,228,55.37142857,38,10.31428571,1.085714286,5.971428571,24.97142857,26.6,15.2,0.542857143,43.97142857,1.628571429,2.171428571,0.542857143,0.542857143,0,0.542857143,0.264,0.316666667,0.41038961,19.28571429,6.666666667,214,228,64,53,8,1,2,22,24,10,0,36,1,3,0,3,2,1,0.299,0.329,0.374,15.8,4.4,11.8,38.6,99.1,92,37.6,7,26.41509434,5.811138015,30.07012501,107.19,50.104,41.5486064,2081.751375,39.7,31.250066,72,53.1,73.1,87.6,81.2,41.5,64.8,10,14.6,24.5
184,Joey Gallo,MIN,123,278.1437372,332,52.49281314,25.90554415,9.544147844,1.363449692,16.3613963,39.54004107,40.22176591,48.40246407,0.681724846,120.6652977,3.40862423,1.363449692,0.681724846,2.726899384,0.681724846,2.045174538,0.189,0.314814815,0.411764706,36.3449692,14.57905544,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,1,1,0,0.177,0.301,0.44,42.8,14.5,23.8,29.3,103.2,97,50.5,17.6,66.41509435,12,69.49613214,111.76,100.108,66.4668056,6653.858975,31.5,59.72227,70,47.1,43.7,73.3,61.5,40.6,62,18.1,13.9,32.1
187,Rodolfo Castro,PIT,105,232.8931116,256,53.51068884,32.2280285,10.33729216,1.216152019,9.121140143,27.36342043,29.79572447,18.24228029,0,67.49643705,2.432304038,1.216152019,0.60807601,4.256532067,1.216152019,3.040380048,0.231,0.291169451,0.399477807,26.36579572,7.125890736,227,256,48,35,7,0,6,21,24,23,1,74,5,1,0,1,4,-3,0.211,0.297,0.322,28.9,9,11.7,25.6,99.3,94.2,35,6.7,25.28301887,6.703910615,35.75751293,108.5,49.6873,48.69146,2419.34718,30.6,62.847268,70,47.4,50,79.8,68.8,42.6,57.6,14.8,16,30.8
188,Myles Straw,CLE,118,462.4206009,518,115.6051502,90.03862661,21.12017167,2.223175966,2.223175966,57.80257511,37.79399142,47.79828326,0,85.59227468,2.223175966,3.334763948,2.223175966,21.12017167,4.446351931,16.67381974,0.251,0.32112069,0.319711538,16.52360515,9.227467811,462,518,110,88,18,3,1,52,29,42,0,97,2,6,6,20,6,14,0.238,0.301,0.297,18.7,8.1,9.8,34.1,95.5,88.5,26.5,0.7,2.641509434,3.017241379,12.27166885,102.22,41.77,14.4493832,603.5507363,23.4,87.847252,59.9,40.4,78.4,93.9,89.1,46.4,62.2,4.4,22.7,27.1
189,Seth Brown,OAK,127,342.0364372,378,78.048583,42.08502024,16.8340081,1.530364372,16.8340081,42.08502024,48.97165992,31.37246964,1.530364372,103.2995951,2.295546559,2.295546559,0,6.12145749,1.530364372,4.591093117,0.227,0.295546559,0.431767338,27.32793522,8.299595142,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,3,1,2,0.222,0.286,0.405,26.7,7.9,15.8,34.9,101.7,94.1,41.4,13,49.05660378,7.627118644,41.63878907,110.72,66.772,60.7961432,4059.480074,32.9,54.861162,70.7,48.1,54.1,85.8,72.9,40.4,60.7,13.1,15.1,28.2
190,Jace Peterson,OAK,110,376.7821782,430,86.21287129,57.47524752,18.09405941,2.128712871,8.514851485,45.76732673,40.44554455,44.7029703,1.064356436,106.4356436,3.193069307,3.193069307,2.128712871,11.70792079,3.193069307,8.514851485,0.228,0.313432836,0.355932203,24.75247525,10.3960396,374,430,79,59,10,4,6,35,37,47,2,101,4,3,2,15,2,13,0.211,0.304,0.307,23.5,10.9,9.7,33.7,98.4,92.8,36.1,7.2,27.16981132,7.177033493,38.77153166,106.37,41.3533,37.0775072,1533.277278,26.4,77.430592,58,40.4,55.2,88.2,76.1,44.1,58.5,9.6,22.5,32.2
191,Michael Massey,KCR,105,420.7184466,461,105.1796117,67.13592233,24.61650485,1.118932039,12.30825243,45.87621359,51.47087379,25.73543689,1.118932039,105.1796117,6.713592233,4.475728155,3.356796117,7.832524272,2.237864078,5.594660194,0.249,0.300733496,0.401595745,22.81553398,5.582524272,428,461,98,64,18,1,15,42,55,24,0,99,4,4,1,6,2,4,0.229,0.274,0.381,21.5,5.2,16.4,34.4,99,93,38.2,13,49.05660378,11.53846154,66.55591168,105.84,69.2722,34.1876504,2368.253756,38.6,35.069508,72.8,53.4,65,78.9,73.2,43.4,63.9,14.3,13.1,27.4
193,Jeimer Candelario,WSN,128,518.5105566,576,124.9289827,76.2840691,28.74472169,2.211132438,17.6890595,63.01727447,64.12284069,47.53934741,1.105566219,133.7735125,6.633397313,3.316698656,1.105566219,1.105566219,1.105566219,0,0.241,0.310940499,0.407249467,23.22456814,8.253358925,505,576,127,63,39,3,22,77,70,53,1,127,13,4,0,8,1,7,0.251,0.336,0.471,22,9.2,13.5,37,98.4,93,34.6,8.3,31.32075472,6.268656716,32.98473768,107.58,57.1879,43.6751048,2497.687526,36.8,41.319504,76.2,52.3,64.9,86.2,77.1,39.3,59.7,12,12.8,24.7
194,Adam Frazier,BAL,120,410.9072165,455,106.9484536,79.74226804,20.63917526,2.81443299,3.75257732,46.90721649,36.58762887,32.83505155,0.93814433,54.41237113,4.690721649,2.81443299,2.81443299,7.505154639,3.75257732,3.75257732,0.261,0.32016632,0.351598174,11.95876289,7.216494845,412,455,99,63,21,2,13,59,60,32,0,68,4,2,4,11,4,7,0.24,0.3,0.396,14.9,7,13.6,37.4,95,88.9,24.5,1.5,5.660377359,5.316973415,26.92206045,102.87,57.6046,17.9935472,1036.511089,32.7,55.555606,70,48.6,78.2,92.6,87,42.5,61.6,6.3,16.8,23.1
195,Eric Haase,DET,90,266.1272189,293,60.68047337,36.40828402,11.26923077,0.866863905,12.13609467,31.20710059,35.54142012,20.80473373,0.866863905,85.81952663,1.733727811,2.600591716,0,0.866863905,0,0.866863905,0.228,0.285714286,0.413680782,29.28994083,7.100591716,274,293,55,42,8,1,4,22,26,17,1,81,0,1,1,4,1,3,0.201,0.247,0.281,27.6,5.8,17,32.3,100.5,94,42.4,8.7,32.83018868,8.860759494,49.49767057,108.42,71.7724,48.2552552,3463.395478,39.2,32.986176,71.9,51.4,57.1,79.7,68.9,37.3,63.5,16,14.9,30.9
197,Bryan De La Cruz,MIA,115,576.7640449,626,149.1146067,94.25168539,29.54157303,1.406741573,22.50786517,68.93033708,71.74382022,37.98202247,1.406741573,153.3348315,4.220224719,5.626966292,1.406741573,5.626966292,2.813483146,2.813483146,0.259,0.306306306,0.429268293,24.49438202,6.06741573,579,626,149,98,32,0,19,60,78,40,0,142,1,5,0,4,1,3,0.257,0.304,0.411,22.7,6.4,9.8,43.6,101.4,94.8,47.3,11.9,44.90566038,5.349794239,27.13114478,109.1,41.77,51.962996,2170.494343,34.4,49.652832,73.3,49.1,60.6,84.4,74,37.8,61.4,12.8,15.8,28.6
198,Aledmys Diaz,OAK,112,316.6984127,344,78.00453515,50.70294785,16.38095238,0.780045351,10.14058957,34.32199546,39.00226757,20.28117914,0.780045351,58.50340136,4.680272109,1.560090703,0.780045351,1.560090703,0.780045351,0.780045351,0.246,0.3,0.399014778,17.00680272,5.89569161,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,1,0,1,0.229,0.28,0.337,19.2,4.9,12.4,30.3,99.1,90.9,36.8,6.3,23.77358491,6.640625,35.35435333,108.74,52.6042,50.0000744,2630.213914,36.5,42.36117,75.5,52.4,69.3,86,79.1,40.9,62.4,11,12.6,23.6
200,Miguel Rojas,LAD,103,389.7420147,423,99.77395577,72.75184275,18.70761671,1.039312039,6.235872236,42.61179361,39.49385749,25.98280098,1.039312039,56.12285012,4.157248157,2.078624079,1.039312039,8.314496314,3.117936118,5.196560197,0.256,0.307881773,0.354666667,13.26781327,6.142506143,385,423,91,69,16,1,5,49,31,26,0,48,5,5,2,8,3,5,0.236,0.29,0.322,11.3,6.1,10.1,33.1,96.2,89.2,27.1,1.9,7.169811321,5.741626794,29.62730533,105.1,43.0201,30.152756,1297.174578,34.4,49.652832,66.8,47.6,70.9,95.9,85.2,40.7,62.7,7,18,25
201,Manuel Margot,TBR,123,307.104,336,79.296,56.448,15.456,2.016,6.048,36.288,35.616,24.192,0.672,58.464,2.016,2.016,0.672,9.408,3.36,6.048,0.259,0.314629259,0.382932166,17.4,7.2,311,336,82,56,21,1,4,39,38,18,0,55,4,3,0,9,3,6,0.264,0.31,0.376,16.4,5.4,10.2,30.9,100,92.1,37.9,3.7,13.96226415,2.166064982,6.849268617,108.56,43.4368,49.0186136,2129.211715,36.9,40.972282,75,52.1,64.8,87.6,77.9,39.9,60.1,11.5,13.4,24.9
203,Joc Pederson,SFG,127,375.6619145,425,91.75152749,52.80040733,17.31160896,2.596741344,19.04276986,52.80040733,57.99389002,38.08553971,1.731160896,99.54175153,6.924643585,3.462321792,0.865580448,2.596741344,0.865580448,1.731160896,0.244,0.32244898,0.456221198,23.42158859,8.961303462,358,425,84,52,14,3,15,59,51,57,6,89,7,3,0,0,0,0,0.235,0.348,0.416,20.9,13.4,14.8,34.2,103.3,96.4,52.1,15.1,56.98113208,9.219858156,51.78530058,110.71,62.605,60.7416176,3802.72897,31.7,59.027826,67,45.7,62.1,89.1,77.8,39.7,55.9,10.1,16,26.2
207,Mark Canha,NYM,126,434.7109827,507,105.5028902,71.31213873,20.51445087,1.953757225,12.69942197,61.5433526,52.75144509,51.77456647,0.976878613,101.5953757,14.65317919,3.907514451,0.976878613,4.884393064,1.953757225,2.930635838,0.243,0.340425532,0.388764045,20.03853565,10.21194605,435,507,114,77,25,1,11,51,62,49,1,79,17,6,0,11,1,10,0.262,0.355,0.4,15.6,9.7,10.9,32.2,98.3,91,36.6,4.9,18.49056604,5.46875,27.8889498,105.86,46.3537,34.2967016,1589.779017,27.7,72.916706,63.3,42.8,73.2,84.2,80.1,42.4,63.5,8.5,21,29.5
208,Travis d'Arnaud,ATL,98,268.0410256,292,68.13333333,43.42564103,13.47692308,0.748717949,10.48205128,34.44102564,37.43589744,17.96923077,0,65.13846154,4.492307692,1.497435897,0.748717949,0,0,0,0.255,0.31025641,0.427374302,22.30769231,6.153846154,267,292,60,36,13,0,11,31,39,21,0,67,3,1,0,0,0,0,0.225,0.288,0.397,22.9,7.2,11.8,35,99.6,92.2,38.9,8.5,32.0754717,7.540983607,41.09006774,108.66,50.104,49.5638696,2483.348122,39.4,32.291732,71,52.8,64.6,82.5,74.8,42.4,65.7,13.3,15.1,28.4
