#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,K%,BB%,real_AB,real_PA,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_K%,real_BB%,avg_hit_angle,anglesweetspotpercent,ev50,fbld,ev95percent,brl_percent,Adj_BRL%,Optimal_Pulled_Flyball%,Adj_OPFB,95%_EV,Adj_LA,Adj_95EV,Adj_LA_95%_EV,O-Swing%,Adj_O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%
1,Aaron Judge,NYY,150,387.5931677,458,110.2329193,61.16149068,17.77950311,0.711180124,30.58074534,73.96273292,74.67391304,61.87267081,6.400621118,117.3447205,4.267080745,2.844720497,0.711180124,6.400621118,2.133540373,4.267080745,0.284,0.386292835,0.570642202,25.62111801,13.50931677,367,458,98,45,16,0,37,79,75,88,9,130,0,3,0,3,1,2,0.267,0.406,0.613,28.4,19.2,15,39,107.1,100.3,61.8,26.5,100,10.9223301,62.63086009,114.81,63.4384,83.0971136,5271.547931,26.8,76.041704,67.6,42.5,51.7,85.2,72.2,38.5,57.9,11.8,16.9,28.7
2,Juan Soto,SDP,151,558.0453858,708,156.3812405,92.11497731,28.91981846,2.142208775,32.13313162,111.3948563,95.32829047,140.3146747,8.568835098,102.8260212,4.284417549,3.213313162,1.071104387,9.639939486,4.284417549,5.355521936,0.28,0.426403642,0.510556622,14.52344932,19.81845688,568,708,156,88,32,1,35,97,109,132,11,129,2,5,1,12,5,7,0.275,0.41,0.519,18.2,18.6,9.1,28.5,102.2,97.2,47.4,12.4,46.79245283,4.772727273,23.45495256,110.77,38.8531,61.0687712,2372.711074,19.9,100.000022,59.1,35.3,71,89.2,83,39.2,53.6,6,19.9,25.9
4,Yordan Alvarez,HOU,144,428.4006568,496,122.9819376,65.15599343,25.24794745,1.628899836,30.94909688,77.3727422,85.51724138,58.64039409,4.886699507,104.2495895,5.701149425,4.072249589,0,0.814449918,0.814449918,0,0.287,0.37704918,0.570342205,21.0180624,11.8226601,410,496,120,64,24,1,31,77,97,69,5,92,13,4,0,0,0,0,0.293,0.407,0.583,18.5,13.9,12.3,40.7,105.7,98.1,59.8,21,79.24528303,6.14973262,32.22713438,113.52,52.1875,76.0633112,3969.554053,27.5,73.61115,66.8,42.6,62.5,89.6,78.8,38.5,53.8,9,16.5,25.6
5,Julio Rodriguez,SEA,146,639.8626198,714,177.9297125,108.3546326,33.07667732,3.42172524,33.07667732,104.9329073,91.24600639,58.16932907,4.562300319,173.3674121,9.124600639,3.42172524,3.42172524,29.65495208,7.984025559,21.67092652,0.278,0.345104334,0.495543672,24.28115016,8.146964856,654,714,180,109,37,2,32,102,103,47,6,175,11,2,0,37,10,27,0.275,0.333,0.485,24.5,6.6,10.1,32.7,103.7,96.2,50.7,13.1,49.43396227,7.837837838,42.98117099,112.43,43.0201,70.1200208,3016.570307,37.1,40.277838,71.4,50.2,58.6,81.9,71.2,38.2,64.5,14.4,14.6,29.1
6,Mookie Betts,LAD,146,607.7242991,693,165.1542056,91.75233645,36.70093458,3.238317757,32.38317757,114.4205607,88.51401869,70.1635514,1.079439252,110.1028037,8.635514019,4.317757009,2.158878505,14.03271028,4.317757009,9.714953271,0.272,0.353125,0.500888099,15.88785047,10.12461059,584,693,179,99,40,1,39,126,107,96,3,107,8,5,0,14,3,11,0.307,0.408,0.579,15.4,13.9,18.6,36.2,100,94.7,44.9,9.7,36.60377359,9.791666667,55.42799393,106.64,78.4396,38.5496984,3023.822923,26,78.81948,69.6,44.2,67.6,93.9,84.9,41.7,61.7,6.7,17.3,23.9
7,Jose Ramirez,CLE,152,605.8228043,691,161.8366718,87.30662558,38.32973806,4.258859784,31.94144838,100.0832049,108.6009245,71.33590139,10.64714946,90.50077042,6.388289676,6.388289676,0,22.35901387,6.388289676,15.97072419,0.268,0.347222222,0.502636204,13.09707242,10.32357473,611,691,172,107,36,5,24,87,80,73,22,73,1,6,0,28,6,22,0.282,0.356,0.475,10.6,10.6,20.7,33.7,98.9,91.2,36.9,6.6,24.90566038,10.57513915,60.4190879,108.19,87.1903,47.0011664,4098.045799,32.3,56.944494,67.9,46.1,78,92.3,86.2,38.8,51.7,6.4,15.7,22.1
8,Freddie Freeman,LAD,155,630.2080238,730,189.8216939,121.4858841,39.04903418,2.169390788,27.11738484,113.8930163,98.70728083,86.7756315,8.67756315,109.5542348,6.508172363,4.338781575,1.084695394,9.762258544,3.254086181,6.508172363,0.301,0.388971684,0.499139415,15.00742942,11.88707281,637,730,211,121,59,2,29,131,102,72,12,121,16,5,0,23,1,22,0.331,0.41,0.567,16.6,9.9,13.6,42.9,100.8,94.5,47.8,9.9,37.35849057,5.212355212,26.25559253,108.07,57.6046,46.3468592,2669.792285,31.3,60.416714,76.1,49.3,75,88,83.1,40.1,59.5,8.3,12.2,20.6
9,Corey Seager,TEX,143,474.2207792,536,132.2597403,80.05194805,26.1038961,1.74025974,24.36363636,73.09090909,71.35064935,50.46753247,3.480519481,85.27272727,5.220779221,4.350649351,0.87012987,1.74025974,0.87012987,0.87012987,0.278,0.351791531,0.495412844,15.90909091,9.415584416,477,536,156,81,42,0,33,88,96,49,9,88,4,6,0,2,1,1,0.327,0.39,0.623,16.4,9.1,13.6,38.4,101.6,94.6,45.5,10.5,39.62264151,6.085192698,31.81598425,108.96,57.6046,51.1996376,2949.334644,35.1,47.222278,81.9,54.5,53,88.2,74.9,41.5,64.4,13.7,9,22.7
10,Kyle Tucker,HOU,151,604.3497615,674,165.0174881,91.08108108,35.3608903,3.214626391,35.3608903,91.08108108,105.0111288,61.07790143,3.214626391,111.4403816,3.214626391,4.286168521,1.07154213,22.50238474,5.357710652,17.14467409,0.274,0.340764331,0.517730496,16.53418124,9.06200318,574,674,163,92,37,5,29,97,112,80,9,92,3,10,0,30,5,25,0.284,0.369,0.517,13.6,11.9,19,34.4,100.3,93.5,42.4,10.2,38.49056604,9.955752212,56.47329723,107.89,80.1064,45.3653984,3634.05875,30.2,64.236156,84,52.5,66.4,88.8,81.3,41.5,60.8,9.8,9.5,19.3
11,Trea Turner,PHI,153,633.5906344,691,183.7099698,123.1691843,34.44561934,4.175226586,22.96374622,103.336858,83.50453172,45.92749245,1.043806647,121.081571,5.219033233,5.219033233,2.087613293,29.2265861,6.262839879,22.96374622,0.291,0.340393343,0.467874794,17.52265861,6.64652568,639,691,170,104,35,5,26,102,76,45,2,150,6,1,0,30,0,30,0.266,0.32,0.459,21.7,6.5,10.2,35.3,100.2,92.1,41.6,7.6,28.67924529,6.928838951,37.19041387,108.46,43.4368,48.4733576,2105.527539,36.4,42.708392,74.5,51.1,60.7,85.9,74.9,38.8,63.4,12.8,14.2,27
12,Manny Machado,SDP,152,536.2769231,601,146.0892308,89.68769231,26.81384615,0.924615385,28.66307692,85.06461538,91.53692308,57.32615385,6.472307692,111.8784615,2.773846154,5.547692308,0,9.246153846,2.773846154,6.472307692,0.273,0.342549923,0.486206897,18.61538462,9.538461538,543,601,140,89,21,0,30,75,91,50,1,109,2,6,0,3,2,1,0.258,0.319,0.462,18.1,8.3,16,36.7,102.6,95,49,9.8,36.98113208,6.828193833,36.54925639,110.93,67.6054,61.9411808,4187.558304,34.2,50.347276,77,50.8,64.3,85.6,76.8,38.8,62.9,11.8,12.6,24.3
13,Vladimir Guerrero Jr.,TOR,153,605.0670732,682,174.6585366,102.9237805,34.30792683,1.039634146,36.38719512,99.80487805,106.0426829,65.49695122,5.198170732,107.0823171,6.237804878,4.158536585,0,6.237804878,2.079268293,4.158536585,0.289,0.361832061,0.529209622,15.70121951,9.603658537,602,682,159,103,30,0,26,78,94,67,5,100,9,4,0,5,3,2,0.264,0.345,0.444,14.7,9.8,4.3,27.9,105.5,98.2,50.4,11.2,42.26415095,4.066543438,18.9562242,115.07,18.8515,84.5147792,1593.23036,34.2,50.347276,73.7,49.7,64.9,87.4,78,39.3,58.9,10.9,14.4,25.3
14,Ronald Acuna Jr.,ATL,142,630.1682692,735,170.7932692,101.2980769,34.15865385,1.177884615,34.15865385,118.9663462,88.34134615,84.80769231,4.711538462,174.3269231,12.95673077,4.711538462,2.355769231,37.69230769,11.77884615,25.91346154,0.27,0.366559486,0.491588785,23.71794872,11.53846154,643,735,217,137,35,4,41,149,106,80,3,84,9,3,0,73,14,59,0.337,0.416,0.596,11.4,10.9,10.8,32.8,103.8,95.6,49.7,12.8,48.3018868,3.812316716,17.33667854,112.95,45.937,72.955352,3351.350005,28.5,70.13893,76.2,47.9,66.9,83,77.3,40.6,60.4,10.9,13.9,24.7
15,Nolan Arenado,STL,151,551.4725275,612,146.9952904,87.42857143,29.7833595,1.921507064,27.86185243,76.86028257,92.23233909,48.99843014,2.882260597,78.78178964,4.803767661,5.764521193,0,3.843014129,1.921507064,1.921507064,0.266,0.328616352,0.479094077,12.87284144,8.006279435,560,612,149,95,26,2,26,71,93,41,5,101,3,8,0,3,3,0,0.266,0.315,0.459,16.5,6.7,21.7,35.4,99.6,93,38.9,8.2,30.94339623,10.6,60.57746339,107.41,91.3573,42.7481696,3905.357355,36.1,43.750058,68,48.4,72.1,90.8,82.3,38.6,61.3,8.6,15.5,24.1
16,Carlos Correa,MIN,143,510.2113821,580,137.6910569,88.6504065,26.40650407,0.943089431,21.69105691,72.61788618,71.67479675,59.41463415,1.886178862,115.0569106,4.715447154,4.715447154,0.943089431,0,0.943089431,-0.943089431,0.27,0.348534202,0.452865065,19.83739837,10.24390244,514,580,118,69,29,2,18,60,65,59,3,131,4,3,0,0,0,0,0.23,0.312,0.399,22.6,10.2,11.6,35.3,102,95.1,44.7,11.4,43.01886793,5.825242718,30.1599787,110.6,49.2706,60.141836,2963.224345,30.8,62.152824,64.3,44.4,67.9,88.1,79.7,40.3,58.1,9,18.4,27.4
17,J.T. Realmuto,PHI,137,485.0181818,540,127.6363636,80.50909091,23.56363636,3.927272727,19.63636364,70.69090909,72.65454545,41.23636364,0.981818182,119.7818182,9.818181818,3.927272727,0,15.70909091,3.927272727,11.78181818,0.263,0.330909091,0.449392713,22.18181818,7.636363636,489,540,123,70,28,5,20,70,63,35,3,138,9,5,0,16,5,11,0.252,0.31,0.452,25.6,6.5,13.1,35.6,101.3,94.4,47.2,11.3,42.64150944,6.097560976,31.89477609,108.22,55.5211,47.1647432,2618.638424,35,47.5695,69.2,49,66.6,83.9,76.7,41,57.7,11.4,15.5,26.9
18,Alex Bregman,HOU,146,615.9229535,724,160.3723917,96.45585875,37.18780096,1.16211878,25.56661316,98.78009631,97.61797753,90.64526485,2.32423756,91.80738363,10.45906902,6.972712681,0,2.32423756,1.16211878,1.16211878,0.261,0.361155698,0.449056604,12.68057785,12.52006421,622,724,163,106,28,4,25,103,98,92,1,87,8,2,0,3,1,2,0.262,0.363,0.441,12,12.7,19.5,36.2,98.4,92.6,37.8,7.3,27.54716981,9.109730849,51.08373703,105.1,82.1899,30.152756,2478.252,21.8,93.402804,69.5,40.3,74.5,92,86.2,38.7,55.6,5.6,16.7,22.3
19,Jose Altuve,HOU,144,362.4165342,410,99.72972973,62.57551669,19.55484897,0.651828299,16.29570747,63.22734499,46.27980922,39.76152623,0.651828299,60.6200318,4.562798092,1.955484897,1.303656598,7.821939587,1.955484897,5.86645469,0.275,0.352472089,0.465827338,14.78537361,9.697933227,360,410,112,72,21,2,17,76,51,44,0,71,5,1,0,14,2,12,0.311,0.393,0.522,17.3,10.7,16.1,35.1,97.3,91.1,29.7,7.7,29.05660378,9.070294785,50.83251046,106.22,68.0221,36.2596232,2466.455715,31.4,60.069492,65,43.8,76.8,91,84.6,36.9,61.9,6.8,17.3,24
20,Xander Bogaerts,SDP,148,587.8219396,665,160.6995231,106.7806041,32.77424483,1.057233704,20.08744038,84.57869634,82.46422893,63.43402226,2.114467409,125.8108108,7.40063593,6.343402226,0,7.40063593,2.114467409,5.286168521,0.274,0.348171701,0.435251799,18.91891892,9.538950715,596,665,170,118,31,2,19,83,58,56,0,110,7,6,0,19,2,17,0.285,0.35,0.44,16.5,8.4,10.2,30.3,100,92.1,39.5,6.5,24.52830189,4.921700224,24.40398141,109.46,43.4368,53.9259176,2342.369298,31.9,58.333382,66,45.7,66.1,84.6,76.9,40.5,60.9,10.6,18.6,29.2
21,Austin Riley,ATL,152,638.9830508,715,175.1694915,101.3559322,35.25423729,2.203389831,36.3559322,98.05084746,106.8644068,57.28813559,2.203389831,174.0677966,12.11864407,5.508474576,0,2.203389831,1.101694915,1.101694915,0.274,0.342592593,0.506896552,24.34514638,8.012326656,636,715,179,107,32,3,37,117,97,59,4,172,9,11,0,3,1,2,0.281,0.345,0.516,24.1,8.3,12.9,37.7,104.4,97.7,50.8,15.7,59.24528302,7.982261641,43.9012196,113.12,54.6877,73.8822872,4040.452358,34.5,49.30561,77.3,51.6,57.5,85.9,74.4,39.9,63.1,13.2,12.2,25.4
22,Wander Franco,TBR,140,444.5099668,491,127.2358804,84.82392027,27.73089701,4.07807309,10.60299003,66.06478405,56.27740864,38.33388704,0.815614618,51.38372093,3.262458472,4.07807309,1.631229236,8.971760797,2.446843854,6.524916944,0.286,0.344425957,0.43853211,10.46511628,7.80730897,442,491,124,78,23,6,17,65,58,42,3,69,3,4,0,30,10,20,0.281,0.344,0.475,14.1,8.6,8.2,35.1,98.4,91.5,35.8,4.6,17.35849057,4.04040404,18.78970375,108.01,35.1028,46.0197056,1615.420522,34.7,48.611166,74.7,51.3,78.9,94.2,88.1,41.5,59.9,6.1,13.5,19.6
23,Bo Bichette,TOR,150,554.9110429,601,157.6242331,99.55214724,34.10582822,1.843558282,23.04447853,85.72546012,80.19478528,37.79294479,0,124.440184,3.687116564,3.687116564,0.921779141,14.74846626,4.608895706,10.13957055,0.285,0.331797235,0.478405316,20.70552147,6.288343558,571,601,175,122,30,3,20,69,73,27,0,115,2,1,0,5,3,2,0.306,0.339,0.475,19.1,4.5,8.5,33.3,102.7,95.2,50.3,9.6,36.2264151,2.9296875,11.71390882,110.17,36.3529,57.7972352,2101.097112,38.6,35.069508,80.5,56,66.1,88.8,79.7,41.5,66.1,11.4,11.6,23
25,Will Smith,LAD,130,479.9246704,554,124.1544256,70.94538606,25.03954802,2.086629002,25.03954802,74.07532957,82.42184557,57.38229755,2.086629002,100.1581921,11.47645951,5.216572505,0,2.086629002,1.043314501,1.043314501,0.258,0.348399247,0.473913043,18.07909605,10.35781544,464,554,121,79,21,2,19,80,76,63,2,89,15,12,0,3,0,3,0.261,0.359,0.438,16.1,11.4,18.4,36.8,99.8,93.7,43,10.3,38.86792453,8.59188544,47.78481441,107.25,77.6062,41.87576,3249.818606,25.4,80.902812,66.2,42.6,74.9,87.5,83.2,42.3,59.7,7.2,18.7,25.9
26,Adley Rutschman,BAL,134,587.2540835,687,150.8656987,91.01814882,36.15789474,2.493647913,21.19600726,89.77132486,74.80943739,86.03085299,1.246823956,122.1887477,7.480943739,4.987295826,2.493647913,4.987295826,1.246823956,3.740471869,0.256,0.356363636,0.435244161,17.78584392,12.52268603,588,687,163,111,31,1,20,84,80,92,6,101,2,5,0,1,2,-1,0.277,0.374,0.435,14.7,13.4,15.6,35.6,99,93,36.8,7.9,29.81132076,7.301587302,39.56499892,107.35,65.9386,42.421016,2797.182406,25.4,80.902812,64.1,40.5,73,91.5,84.4,39.1,53.4,6.3,19.6,25.9
27,Paul Goldschmidt,STL,152,600.1987673,687,168.3097072,103.7380586,31.75654854,1.058551618,31.75654854,99.50385208,101.6209553,77.2742681,1.058551618,146.0801233,5.292758089,4.234206471,1.058551618,7.409861325,2.117103236,5.292758089,0.281,0.365177196,0.495590829,21.26348228,11.24807396,593,687,159,103,31,0,25,89,80,87,6,161,3,3,0,11,2,9,0.268,0.363,0.447,23.4,12.7,15.7,31.8,102.2,95.6,47.4,11.6,43.77358491,8.564814815,47.6123616,109.16,66.3553,52.2901496,3469.728564,27.6,73.263928,61.7,41.7,67.7,81.8,76.3,41.2,59.9,9.9,19.6,29.5
28,Rafael Devers,BOS,149,590.4,656,164,94.3,36.9,2.05,31.775,90.2,98.4,55.35,6.15,130.175,6.15,4.1,1.025,4.1,2.05,2.05,0.279,0.34375,0.510416667,19.84375,8.4375,580,656,157,90,34,0,33,90,100,62,10,126,11,3,0,5,1,4,0.271,0.351,0.5,19.2,9.5,11.3,33.1,103.8,96.6,50.9,11.5,43.39622642,4.954954955,24.61582994,111.7,48.0205,66.139652,3176.059159,40.3,29.166734,77.3,54.5,66.2,80.4,74,38.4,61.4,14.2,10.9,25.1
29,Marcus Semien,TEX,155,677.9241071,753,169.2008929,103.0892857,33.61607143,3.361607143,29.13392857,103.0892857,86.28125,63.87053571,0,135.5848214,3.361607143,5.602678571,2.241071429,20.16964286,5.602678571,14.56696429,0.25,0.314925373,0.438016529,18.00595238,8.482142857,670,753,185,112,40,4,29,122,100,72,1,110,5,5,0,14,3,11,0.276,0.348,0.478,14.6,9.6,19.9,32.4,97.8,91.3,34.9,6.8,25.66037736,10.78610603,61.7630477,105.87,83.8567,34.3512272,2880.580554,29,68.40282,74.7,47.2,64.7,90.3,80.8,39.8,60.8,9,15.6,24.6
30,Francisco Lindor,NYM,151,611.3669725,687,154.4174312,99.79357798,27.31192661,3.151376147,24.16055046,90.33944954,90.33944954,59.87614679,2.100917431,126.0550459,8.403669725,5.252293578,2.100917431,14.70642202,5.252293578,9.45412844,0.253,0.325153374,0.426116838,18.34862385,8.71559633,602,687,153,87,33,2,31,108,98,66,1,137,12,7,0,31,4,27,0.254,0.336,0.47,19.9,9.6,13.8,29.2,99.7,93.5,41.3,8.3,31.32075472,7.707129094,42.14849385,107.58,58.438,43.6751048,2552.285774,33.8,51.736164,69,47.7,66.7,88.1,79,39.6,58.2,10,15.4,25.4
31,Bryan Reynolds,PIT,150,562.7586207,640,151.4733542,95.29780564,28.08777429,4.012539185,24.07523511,85.26645768,78.24451411,63.19749216,4.012539185,137.4294671,10.03134796,4.012539185,1.003134796,7.021943574,2.006269592,5.015673981,0.269,0.351097179,0.461675579,21.47335423,9.87460815,574,640,151,91,31,5,24,85,84,53,2,138,7,6,0,12,1,11,0.263,0.33,0.46,21.6,8.3,12,35.5,100.9,93.2,42.9,7.9,29.81132076,7.263922518,39.32505626,109.21,50.9374,52.5627776,2677.411228,35.6,45.486168,74.5,50.4,56.5,88,74.2,38,62.2,13,13.1,26.1
32,Brandon Nimmo,NYM,140,581.7058824,682,156.0130719,104.751634,30.08823529,5.571895425,16.71568627,96.95098039,64.63398693,80.23529412,0,125.9248366,13.37254902,3.343137255,3.343137255,5.571895425,2.22875817,3.343137255,0.269,0.367816092,0.427203065,18.46405229,11.76470588,592,682,162,102,30,6,24,89,68,74,0,146,11,4,1,3,3,0,0.274,0.363,0.466,21.4,10.9,6.1,28.1,100.3,92.1,39.8,7,26.41509434,4.979253112,24.7706208,108.14,26.3521,46.7285384,1231.395117,26.1,78.472258,66,43.7,69.7,89.1,82.6,44,61.1,7.6,18.2,25.8
33,Willy Adames,MIL,145,574.3027375,638,141.7777778,82.1900161,28.76650564,1.027375201,28.76650564,85.27214171,85.27214171,56.50563607,2.054750403,174.6537842,3.082125604,3.082125604,1.027375201,8.21900161,3.082125604,5.136876006,0.246,0.316129032,0.4490161,27.37520129,8.85668277,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,5,3,2,0.217,0.31,0.407,25.9,11.1,18.9,36.4,100.1,94.6,43.6,13,49.05660378,8.436724566,46.79636552,107.54,79.6897,43.4570024,3463.075484,33.7,52.083386,72.4,49.6,59.5,83.6,73.9,40.9,59.5,12.9,14.4,27.4
34,Willson Contreras,STL,126,425.3757225,495,106.8208092,62.94797688,20.02890173,0.953757225,21.93641618,67.71676301,61.04046243,49.59537572,0.953757225,116.3583815,14.30635838,2.861271676,0.953757225,3.815028902,1.907514451,1.907514451,0.251,0.346899225,0.455156951,23.50674374,10.01926782,428,495,113,66,27,0,20,55,67,51,0,111,13,2,1,6,3,3,0.264,0.358,0.467,22.4,10.3,8.5,30.2,103.2,97.1,48.6,10.5,39.62264151,5.825242718,30.1599787,113.14,36.3529,73.9913384,2689.799726,35.4,46.180612,73.8,50.5,57,82.4,71.6,39.2,66.1,14.4,12.8,27.1
35,Michael Harris II,ATL,144,497.6076795,539,137.6744574,86.38397329,29.69449082,3.59933222,18.89649416,77.38564274,68.38731219,31.49415693,1.79966611,124.1769616,6.298831386,2.699499165,1.79966611,21.59599332,4.499165275,17.09682805,0.277,0.326086957,0.466546112,23.03839733,5.843071786,505,539,148,94,33,3,18,76,57,25,1,101,5,3,1,20,4,16,0.293,0.331,0.477,18.7,4.6,4.5,32.8,102.6,95.8,45.1,10.1,38.11320755,3.908794788,17.95128994,111.43,19.6849,64.6674608,1272.972499,41.7,24.305626,67.9,52.2,59.7,86.1,73.5,40.3,55.3,13.8,15.3,29.2
36,Byron Buxton,MIN,122,313.1793372,347,76.43469786,36.52631579,16.91033138,2.029239766,20.96881092,52.76023392,47.34892788,25.7037037,0,97.40350877,5.411306043,2.029239766,1.352826511,6.764132554,1.352826511,5.411306043,0.244,0.310546875,0.51187905,28.07017544,7.407407407,304,347,63,28,17,1,17,49,42,35,2,109,4,4,0,9,0,9,0.207,0.294,0.438,31.4,10.1,21.4,34.2,103.8,97.4,50.2,16.4,61.88679246,11.53846154,66.55591168,112.12,90.1072,68.4297272,6166.011115,31.1,61.111158,67.8,46.8,49.6,80.6,68.8,42.7,56,14.6,15.9,30.5
38,George Springer,TOR,132,601.4653979,683,155.9792388,92.16955017,27.17820069,3.544982699,31.90484429,101.6228374,88.62456747,66.17301038,1.1816609,129.982699,9.453287197,4.726643599,2.363321799,12.9982699,3.544982699,9.453287197,0.259,0.339688042,0.473477407,19.03114187,9.688581315,613,683,158,111,25,1,21,87,72,60,1,125,5,3,0,20,5,15,0.258,0.327,0.405,18.3,8.8,13.9,31.8,101.3,93.7,42.3,8.4,31.69811321,6.25,32.86588549,110.9,58.8547,61.777604,3635.90235,30.1,64.583378,78.9,50.8,58.4,81.8,73.8,42.4,61.7,13.3,11.5,24.8
39,Pete Alonso,NYM,153,575.4984709,658,151.9235474,85.51987768,27.16513761,1.006116208,39.23853211,89.54434251,110.6727829,65.39755352,8.048929664,129.7889908,11.06727829,5.03058104,0,4.024464832,1.006116208,3.018348624,0.265,0.34762634,0.520979021,19.72477064,9.93883792,568,658,123,54,21,2,46,92,118,65,6,151,21,4,0,4,1,3,0.217,0.318,0.504,22.9,9.9,18.2,34.5,102.8,94.4,44.8,12.3,46.41509434,9.183673469,51.55478684,113,76.7728,73.22798,5621.917063,36,44.09728,74.2,49.9,67.7,87.8,78.6,36.2,55.6,10.7,13.4,24.1
40,Luis Robert Jr.,CHW,131,550.8860759,595,154.9367089,98.98734177,31.20253165,1.075949367,22.59493671,79.62025316,79.62025316,33.35443038,1.075949367,124.8101266,6.455696203,4.303797468,0,16.13924051,4.303797468,11.83544304,0.282,0.327305606,0.462890625,20.97649186,5.605786618,546,595,144,69,36,1,38,90,80,30,5,172,12,2,0,20,4,16,0.264,0.315,0.542,28.9,5,10,32.6,101.5,93.4,42.8,8.9,33.58490566,3.947368421,18.19702241,112.29,42.6034,69.3566624,2954.829631,48.3,1.388974,84.1,61.5,62.6,87.8,75.3,36.8,67.1,15.2,9.1,24.3
41,Andres Gimenez,CLE,146,553.9795222,616,147.1672355,96.70989761,29.4334471,3.153583618,17.87030717,75.68600683,70.43003413,36.79180887,3.153583618,130.3481229,17.87030717,5.255972696,3.153583618,22.07508532,5.255972696,16.81911263,0.265,0.328767123,0.426944972,21.16040956,5.972696246,557,616,140,93,27,5,15,76,62,32,3,112,20,3,4,30,6,24,0.251,0.314,0.399,18.2,5.2,11.7,30.8,99,92.5,37.8,6.2,23.39622642,5.641025641,28.98642793,106.91,49.6873,40.0218896,1988.579635,40.8,27.430624,70.3,52.5,65.5,83.9,75.3,39.9,63.2,13,14.7,27.7
42,Dansby Swanson,CHC,153,578.309816,638,146.7791411,92.9601227,29.35582822,1.957055215,22.50613497,82.19631902,77.30368098,47.94785276,0.978527607,160.4785276,4.892638037,4.892638037,1.957055215,13.6993865,4.892638037,8.806748466,0.253,0.313846154,0.428087986,25.15337423,7.515337423,565,638,138,88,25,3,22,81,80,66,0,154,5,2,0,9,1,8,0.244,0.328,0.416,24.1,10.3,15.7,37,100.8,94.6,46.3,10.8,40.75471698,7.327586207,39.73062437,107.28,66.3553,42.0393368,2789.532805,31.4,60.069492,74.6,49.5,57.1,80.4,71.8,41.9,67.5,13.9,14.9,28.8
43,Shohei Ohtani,LAA,142,520.7834711,599,135.6413223,72.27603306,25.74214876,3.960330579,33.66280992,90.09752066,89.10743802,70.29586777,8.910743802,155.4429752,4.950413223,2.970247934,0.990082645,14.85123967,6.930578512,7.920661157,0.261,0.352066116,0.519011407,25.95041322,11.73553719,497,599,151,73,26,8,44,102,95,91,21,143,3,3,0,20,6,14,0.304,0.412,0.654,23.9,15.2,12.1,35,103.8,97.3,49.8,16.8,63.39622642,5.800464037,30.00212667,112.74,51.3541,71.8103144,3687.754067,32,57.98616,74.5,49.3,62.5,81.8,74.3,40.5,59.8,12.6,13.6,26.2
44,Max Muncy,LAD,136,484.0157068,579,111.1518325,60.62827225,21.21989529,1.010471204,28.29319372,79.82722513,80.83769634,82.85863874,2.020942408,137.4240838,7.073298429,4.041884817,0,2.020942408,1.010471204,1.010471204,0.23,0.347902098,0.45302714,23.73472949,14.31064572,482,579,102,48,17,1,36,95,105,85,4,153,6,6,0,1,2,-1,0.212,0.333,0.475,26.4,14.7,20.9,34.3,100.5,96,45.6,13.4,50.56603774,10.77844311,61.71423124,107.41,88.0237,42.7481696,3762.852056,21.2,95.486136,61.7,38.4,59.3,82.3,75,42.5,60.4,9.6,20.4,30
45,Bobby Witt Jr.,KCR,149,640.4472441,694,168.3086614,102.7338583,34.97322835,5.464566929,25.13700787,92.8976378,87.43307087,39.34488189,2.185826772,147.5433071,6.557480315,5.464566929,2.185826772,31.69448819,8.743307087,22.9511811,0.262,0.309636651,0.45221843,21.25984252,5.669291339,641,694,177,108,28,11,30,97,96,40,1,121,4,8,1,49,15,34,0.276,0.319,0.495,17.4,5.8,16.8,32.5,100.8,92.6,38.6,8.7,32.83018868,6.97167756,37.46331627,110.89,70.939,61.7230784,4378.573459,37.3,39.583394,73.1,51.8,66.8,85.6,77.6,40.7,63.8,11.6,15.8,27.4
46,Matt Chapman,TOR,147,505.383855,581,113.9028007,60.3014827,23.9291598,1.914332784,26.80065898,74.65897858,75.61614498,63.17298188,0,169.4184514,6.700164745,4.78583196,0.957166392,1.914332784,0.957166392,0.957166392,0.225,0.316831683,0.4375,29.15980231,10.87314662,509,581,122,64,39,2,17,66,54,62,1,165,8,2,0,4,2,2,0.24,0.33,0.424,28.4,10.7,19,34,102.9,96.3,51.2,12.9,48.67924529,9.560723514,53.95677573,110.6,80.1064,60.141836,4817.745971,22.9,89.583362,67.9,41.8,61.9,79.7,74,41.8,57,10.8,18.4,29.3
